RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
4461930,-0.14500,50.6875,118,53,0.45324
4461940,-0.14500,53.3125,118,53,0.45031
4461950,-0.13500,56.9375,118,53,0.44493
4461960,-0.11500,62.3125,118,53,0.43883
4461970,-0.10000,68.8750,118,53,0.43321
4461980,-0.07500,82.8750,118,53,0.42198
4461990,-0.05500,89.5000,118,53,0.41538
4462000,-0.03500,95.6250,118,53,0.40855
4462010,-0.02500,101.0000,118,53,0.40171
4462020,-0.00500,109.3750,118,53,0.38828
4462030,0.01500,112.1250,118,53,0.38169
4462040,0.02750,114.0417,118,53,0.37639
4462050,0.03500,115.1875,118,53,0.36923
4462060,0.04000,115.6250,118,53,0.35702
4462070,0.04000,115.1875,118,53,0.35238
4462080,0.04000,114.3125,118,53,0.34872
4462090,0.04500,113.2500,118,53,0.34408
4462100,0.05500,110.5000,118,53,0.33358
4462110,0.06500,109.0000,118,53,0.32821
4462120,0.06500,107.4375,118,53,0.32308
4462130,0.05500,105.8750,118,53,0.31795
4462140,0.03500,102.6250,118,53,0.30769
4462150,0.01000,100.9375,118,53,0.30281
4462160,-0.01500,99.3125,118,53,0.29768
4462170,-0.02500,97.6875,118,53,0.29402
4462180,-0.03500,94.1875,118,53,0.28742
4462190,-0.03500,92.2500,118,53,0.28327
4462200,-0.03000,90.0625,118,53,0.27912
4462210,-0.02500,87.6875,118,53,0.27595
4462220,-0.02500,82.5000,118,53,0.27595
4462230,-0.01500,79.9375,118,53,0.28059
4462240,-0.01500,77.7500,118,53,0.28913
4462250,-0.01500,75.8750,118,53,0.30208
4462260,-0.01500,73.1875,118,53,0.34090
4462270,-0.01500,72.1875,118,53,0.36239
4462280,-0.01500,71.3750,118,53,0.38486
4462290,-0.02500,70.6875,118,53,0.41197
4462300,-0.03500,69.5000,118,53,0.47302
4462310,-0.04000,69.0625,118,53,0.50501
4462320,-0.04500,68.6250,118,53,0.53675
4462330,-0.04000,68.1250,118,53,0.56752
4462340,-0.02500,67.2500,118,53,0.62418
4462350,-0.01000,66.8125,118,53,0.64908
4462360,0.00500,66.3750,118,53,0.67155
4462370,0.01000,65.9375,118,53,0.68840
4462380,0.00000,65.0000,118,53,0.71502
4462390,-0.02500,64.5000,118,53,0.72698
4462400,-0.04500,64.0625,118,53,0.73700
4462410,-0.06500,63.6250,118,53,0.74505
4462420,-0.09000,62.6875,118,53,0.75482
4462430,-0.11000,62.1875,118,53,0.75678
4462440,-0.11500,61.6875,118,53,0.75726
4462450,-0.12000,61.2500,118,53,0.75604
4462460,-0.12500,60.3125,118,53,0.74969
4462470,-0.12500,59.8750,118,53,0.74432
4462480,-0.12500,59.4375,118,53,0.73773
4462490,-0.11500,59.1250,118,53,0.73016
4462500,-0.11500,58.5000,118,53,0.71209
4462510,-0.12500,58.2500,118,53,0.70183
4462520,-0.01500,58.0000,118,53,0.69084
4462530,0.37500,57.7500,118,53,0.67912
4462540,0.94000,57.1250,118,53,0.65543
4462550,1.00000,56.7500,118,53,0.64371
4462560,0.36500,56.3125,118,53,0.63223
4462570,-0.23000,55.9375,118,53,0.62173
4462580,-0.43500,55.1250,118,53,0.60171
4462590,-0.38500,54.6875,118,53,0.59121
4462600,-0.27500,54.3125,118,53,0.58071
4462610,-0.23000,53.8750,118,53,0.57045
4462620,-0.22000,53.1250,118,53,0.55067
4462630,-0.21000,52.7500,118,53,0.54090
4462640,-0.20000,52.3750,118,53,0.53114
4462650,-0.20000,52.0000,118,53,0.52161
4462660,-0.20000,51.3125,118,53,0.50354
4462670,-0.19000,51.0000,118,53,0.49621
4462680,-0.17500,50.8125,118,53,0.48938
4462690,-0.16500,50.8750,118,53,0.48205
4462700,-0.16000,53.6875,118,53,0.46642
4462710,-0.14500,57.5000,118,53,0.45861
4462720,-0.13500,63.0625,118,53,0.45079
4462730,-0.11500,69.8125,118,53,0.44298
4462740,-0.09500,83.9375,118,53,0.42759
4462750,-0.08000,90.6250,118,53,0.42027
4462760,-0.06000,96.7500,118,53,0.41294
4462770,-0.04000,102.1875,118,53,0.40708
4462780,-0.02000,110.3750,118,53,0.39609
4462790,-0.00500,113.1250,118,53,0.38974
4462800,0.00000,114.9375,118,53,0.38339
4462810,0.01000,116.0625,118,53,0.37705
4462820,0.01000,116.5000,118,53,0.36484
4462830,0.01500,116.0625,118,53,0.35873
4462840,0.02000,115.2500,118,53,0.35287
4462850,0.02500,114.1875,118,53,0.34701
4462860,0.03000,111.5000,118,53,0.33529
4462870,0.04000,109.9375,118,53,0.33114
4462880,0.04000,108.3125,118,53,0.32772
4462890,0.03000,106.6875,118,53,0.32332
4462900,0.01000,103.3125,118,53,0.31331
4462910,-0.01000,101.5625,118,53,0.30818
4462920,-0.03500,99.9375,118,53,0.30305
4462930,-0.05000,98.3125,118,53,0.29768
4462940,-0.05500,94.8750,118,53,0.28767
4462950,-0.05500,93.0000,118,53,0.28278
4462960,-0.05000,90.8750,118,53,0.27888
4462970,-0.04500,88.4375,118,53,0.27717
4462980,-0.04500,83.1250,118,53,0.27912
4462990,-0.04000,80.5000,118,53,0.28376
4463000,-0.03500,78.1875,118,53,0.29182
4463010,-0.03500,76.3125,118,53,0.30427
4463020,-0.03500,73.4375,118,53,0.34188
4463030,-0.04000,72.4375,118,53,0.36630
4463040,-0.05000,71.5625,118,53,0.39390
4463050,-0.05500,70.8750,118,53,0.42369
4463060,-0.05500,70.0104,118,53,0.47025
4463070,-0.05500,69.2500,118,53,0.51551
4463080,-0.06000,68.8750,118,53,0.54139
4463090,-0.06500,68.4375,118,53,0.56972
4463100,-0.06500,67.6250,118,53,0.62515
4463110,-0.06000,67.1875,118,53,0.65055
4463120,-0.04500,66.8125,118,53,0.67350
4463130,-0.03000,66.3750,118,53,0.69377
4463140,-0.02500,65.4375,118,53,0.72601
4463150,-0.02500,65.0000,118,53,0.73822
4463160,-0.04500,64.6250,118,53,0.74799
4463170,-0.07500,64.1250,118,53,0.75385
4463180,-0.09500,63.1875,118,53,0.75971
4463190,-0.11500,62.6875,118,53,0.76142
4463200,-0.13500,62.1875,118,53,0.76166
4463210,-0.14500,61.7500,118,53,0.76068
4463220,-0.14500,60.8125,118,53,0.75433
4463230,-0.14500,60.3125,118,53,0.74921
4463240,-0.14000,59.9375,118,53,0.74286
4463250,-0.13500,59.5000,118,53,0.73529
4463260,-0.12500,58.8125,118,53,0.71722
4463270,-0.12500,58.5625,118,53,0.70745
4463280,-0.13500,58.2500,118,53,0.69670
4463290,-0.04500,58.0000,118,53,0.68547
4463300,0.37000,57.5000,118,53,0.66203
4463310,0.99000,57.1875,118,53,0.65031
4463320,1.04500,56.9375,118,53,0.63858
4463330,0.39500,56.6250,118,53,0.62711
4463340,-0.22500,55.8750,118,53,0.60488
4463350,-0.45500,55.5000,118,53,0.59414
4463360,-0.39500,55.0625,118,53,0.58364
4463370,-0.27500,54.6250,118,53,0.57436
4463380,-0.24000,53.8125,118,53,0.55678
4463390,-0.23500,53.4375,118,53,0.54774
4463400,-0.22000,53.0625,118,53,0.53846
4463410,-0.21000,52.7500,118,53,0.52943
4463420,-0.21000,52.0625,118,53,0.51184
4463430,-0.20500,51.7500,118,53,0.50354
4463440,-0.20000,51.4375,118,53,0.49524
4463450,-0.19000,51.2500,118,53,0.48718
4463460,-0.18000,51.8125,118,53,0.47155
4463470,-0.17000,53.6250,118,53,0.46496
4463480,-0.15500,57.1875,118,53,0.45763
4463490,-0.14000,62.6250,118,53,0.45006
4463500,-0.12000,76.8125,118,53,0.43516
4463510,-0.09500,84.1250,118,53,0.42784
4463520,-0.07500,91.1250,118,53,0.42051
4463530,-0.05500,97.5000,118,53,0.41343
4463540,-0.03500,107.9375,118,53,0.39902
4463550,-0.01500,111.7500,118,53,0.39219
4463560,0.00000,114.5625,118,53,0.38559
4463570,0.01500,117.6875,118,53,0.37558
4463580,0.02000,118.1875,118,53,0.37045
4463590,0.02500,118.1250,118,53,0.36508
4463600,0.02500,117.6875,118,53,0.35946
4463610,0.03000,116.9375,118,53,0.35360
4463620,0.04000,114.7500,118,53,0.34212
4463630,0.04500,113.4375,118,53,0.33651
4463640,0.05500,112.0000,118,53,0.33114
4463650,0.06000,110.5625,118,53,0.32601
4463660,0.05000,107.4375,118,53,0.31722
4463670,0.03000,105.8750,118,53,0.31429
4463680,0.00500,104.2500,118,53,0.31013
4463690,-0.01500,102.6250,118,53,0.30574
4463700,-0.03500,99.3750,118,53,0.29597
4463710,-0.04000,97.6250,118,53,0.29109
4463720,-0.04500,95.7500,118,53,0.28645
4463730,-0.04500,93.6250,118,53,0.28254
4463740,-0.04500,88.7500,118,53,0.27863
4463750,-0.04000,85.9375,118,53,0.28034
4463760,-0.03500,83.1250,118,53,0.28523
4463770,-0.03000,80.6250,118,53,0.29304
4463780,-0.02500,76.6250,118,53,0.31917
4463790,-0.02500,75.1875,118,53,0.33944
4463800,-0.03000,74.0000,118,53,0.36361
4463810,-0.03500,73.0625,118,53,0.39145
4463820,-0.04500,71.6875,118,53,0.45446
4463830,-0.04500,71.1875,118,53,0.48816
4463840,-0.05000,70.6875,118,53,0.52259
4463850,-0.05500,70.3125,118,53,0.55678
4463860,-0.05500,69.4375,118,53,0.61734
4463870,-0.05000,69.0000,118,53,0.64103
4463880,-0.04500,68.5625,118,53,0.66569
4463890,-0.03000,68.1250,118,53,0.68938
4463900,-0.01500,67.1875,118,53,0.72991
4463910,-0.00500,66.7500,118,53,0.74603
4463920,-0.00500,66.2500,118,53,0.75946
4463930,-0.02000,65.7500,118,53,0.77021
4463940,-0.04500,64.8125,118,53,0.78437
4463950,-0.07000,64.3125,118,53,0.78852
4463960,-0.09500,63.8750,118,53,0.79072
4463970,-0.11500,63.3750,118,53,0.79023
4463980,-0.13000,62.3750,118,53,0.75873
4463990,-0.13000,61.8750,118,53,0.74725
4464000,-0.12500,61.4375,117,53,0.73871
4464010,-0.12000,61.0000,117,53,0.73089
4464020,-0.11500,60.1875,117,53,0.71404
4464030,-0.10500,59.8125,117,53,0.70452
4464040,-0.10000,59.5000,117,53,0.69426
4464050,-0.11500,59.2500,117,53,0.68352
4464060,-0.01500,58.7500,117,53,0.66105
4464070,0.39000,58.5000,117,53,0.65031
4464080,1.01000,58.1875,117,53,0.63883
4464090,0.92834,57.7188,117,53,0.62173
4464100,0.42000,57.2500,117,53,0.60488
4464110,-0.24000,56.9375,117,53,0.59414
4464120,-0.44500,56.6250,117,53,0.58364
4464130,-0.36000,56.2500,117,53,0.57314
4464140,-0.24000,55.4375,117,53,0.55336
4464150,-0.20500,55.0000,117,53,0.54383
4464160,-0.20000,54.6250,117,53,0.53455
4464170,-0.19500,54.1875,117,53,0.52625
4464180,-0.19000,53.4375,117,53,0.50989
4464190,-0.18500,53.0625,117,53,0.50110
4464200,-0.18000,52.7500,117,53,0.49231
4464210,-0.17500,52.4375,117,53,0.48352
4464220,-0.16500,52.1250,117,53,0.46642
4464230,-0.15500,52.5625,117,53,0.45836
4464240,-0.15000,54.0000,117,53,0.45031
4464250,-0.14500,57.1250,117,53,0.44249
4464260,-0.12500,68.7500,117,53,0.42833
4464270,-0.10500,76.1875,117,53,0.42247
4464280,-0.09000,83.6875,117,53,0.41563
4464290,-0.07500,90.8750,117,53,0.40855
4464300,-0.05500,103.3750,117,53,0.39390
4464310,-0.03000,108.3125,117,53,0.38681
4464320,-0.01500,112.2500,117,53,0.37949
4464330,0.00000,115.1875,117,53,0.37241
4464340,0.01000,118.3750,117,53,0.35897
4464350,0.01500,118.9375,117,53,0.35263
4464360,0.02000,118.8750,117,53,0.34628
4464370,0.02000,118.3750,117,53,0.34164
4464380,0.02000,116.4375,117,53,0.33236
4464390,0.03000,115.2500,117,53,0.32698
4464400,0.04000,113.8750,117,53,0.32137
4464410,0.05500,112.4375,117,53,0.31600
4464420,0.06000,109.3125,117,53,0.30525
4464430,0.05000,107.6875,117,53,0.30012
4464440,0.03000,106.0000,117,53,0.29499
4464450,0.01000,104.3750,117,53,0.28987
4464460,-0.01500,101.0625,117,53,0.28083
4464470,-0.03000,99.3750,117,53,0.27790
4464480,-0.03500,97.6250,117,53,0.27399
4464490,-0.03500,95.8125,117,53,0.26960
4464500,-0.03500,91.5625,117,53,0.26178
4464510,-0.03500,89.0000,117,53,0.25958
4464520,-0.03000,86.2500,117,53,0.25958
4464530,-0.02500,83.5625,117,53,0.26276
4464540,-0.02000,78.8125,117,53,0.28083
4464550,-0.01500,77.0000,117,53,0.29621
4464560,-0.01000,75.5000,117,53,0.31575
4464570,-0.01000,74.3125,117,53,0.33602
4464580,-0.01500,72.6875,117,53,0.38437
4464590,-0.02000,72.0625,117,53,0.41416
4464600,-0.03000,71.5625,117,53,0.44615
4464610,-0.03500,70.7500,117,53,0.47937
4464620,-0.03500,70.3125,117,53,0.54554
4464630,-0.03500,69.9375,117,53,0.57680
4464640,-0.03000,69.5000,117,53,0.60611
4464650,-0.01500,69.0625,117,53,0.63297
4464660,0.00000,68.1250,117,53,0.67521
4464670,0.01500,67.6250,117,53,0.68938
4464680,0.02000,67.0625,117,53,0.70330
4464690,0.01000,66.5000,117,53,0.71600
4464700,-0.01500,65.4375,117,53,0.73553
4464710,-0.03500,64.9375,117,53,0.74212
4464720,-0.05500,64.3750,117,53,0.74676
4464730,-0.08500,63.8750,117,53,0.74945
4464740,-0.10500,62.8125,117,53,0.74994
4464750,-0.10500,62.3125,117,53,0.74750
4464760,-0.10500,61.7500,117,53,0.74359
4464770,-0.10500,61.2500,117,53,0.73822
4464780,-0.10000,60.3125,117,53,0.72454
4464790,-0.08500,59.9375,117,53,0.71624
4464800,-0.08500,59.5625,117,53,0.70696
4464810,-0.08500,59.2500,117,53,0.69695
4464820,-0.07500,58.7500,117,53,0.67497
4464830,0.15000,58.5000,117,53,0.66325
4464840,0.71000,58.2500,117,53,0.65104
4464850,1.12000,57.9375,117,53,0.63883
4464860,0.74500,57.3125,117,53,0.61587
4464870,0.02000,57.0000,117,53,0.60537
4464880,-0.37500,56.6250,117,53,0.59463
4464890,-0.40500,56.2500,117,53,0.58364
4464900,-0.28000,55.4375,117,53,0.56239
4464910,-0.19000,55.0000,117,53,0.55238
4464920,-0.18000,54.5625,117,53,0.54261
4464930,-0.17000,54.1250,117,53,0.53284
4464940,-0.16500,53.3125,117,53,0.51355
4464950,-0.15500,52.9375,117,53,0.50403
4464960,-0.15500,52.5625,117,53,0.49451
4464970,-0.15500,52.1875,117,53,0.48645
4464980,-0.14500,51.6250,117,53,0.47057
4464990,-0.13000,51.5625,117,53,0.46203
4465000,-0.11500,52.1250,117,52,0.45348
4465010,-0.10500,53.8125,117,52,0.44518
4465020,-0.09000,62.4375,117,52,0.42882
4465030,-0.07500,69.0625,117,52,0.42076
4465040,-0.06000,76.3125,117,52,0.41294
4465050,-0.03500,83.5625,117,52,0.40488
4465060,-0.01500,96.6875,117,52,0.39048
4465070,0.00000,102.1875,117,52,0.38462
4465080,0.02000,106.8750,117,52,0.37802
4465090,0.04000,110.5625,117,52,0.37118
4465100,0.06000,115.0625,117,52,0.35751
4465110,0.07084,116.4688,117,52,0.34957
4465120,0.07500,116.3125,117,52,0.34408
4465130,0.07500,116.1250,117,52,0.33773
4465140,0.08000,114.5000,117,52,0.32527
4465150,0.08500,113.2500,117,52,0.31917
4465160,0.09500,111.8125,117,52,0.31429
4465170,0.11000,110.3125,117,52,0.31038
4465180,0.11500,107.1250,117,52,0.30037
4465190,0.11000,105.4375,117,52,0.29499
4465200,0.09000,103.6875,117,52,0.28962
4465210,0.06500,101.9375,117,52,0.28425
4465220,0.04000,98.4375,117,52,0.27326
4465230,0.02000,96.7500,117,52,0.26789
4465240,0.00500,95.0000,117,52,0.26276
4465250,-0.00500,93.0625,117,52,0.25763
4465260,-0.00500,88.8125,117,52,0.24957
4465270,-0.00500,86.3125,117,52,0.24786
4465280,-0.00500,83.6875,117,52,0.24664
4465290,-0.00500,78.6875,117,52,0.24664
4465300,0.00000,76.6875,117,52,0.25568
4465310,0.00500,75.0000,117,52,0.26593
4465320,0.01000,73.6875,117,52,0.28034
4465330,0.00500,72.6875,117,52,0.29866
4465340,-0.00500,71.1250,117,52,0.34628
4465350,-0.01500,70.5625,117,52,0.37411
4465360,-0.01500,70.1250,117,52,0.39976
4465370,-0.02000,69.7500,117,52,0.42466
4465380,-0.02500,69.0000,117,52,0.48205
4465390,-0.02500,68.6250,117,52,0.51111
4465400,-0.02500,68.2500,117,52,0.53944
4465410,-0.01500,67.8750,117,52,0.56581
4465420,-0.00500,66.9375,117,52,0.61197
4465430,0.01000,66.4375,117,52,0.63101
4465440,0.02000,65.9375,117,52,0.64737
4465450,0.01000,65.4375,117,52,0.66129
4465460,-0.01500,64.3750,117,52,0.67985
4465470,-0.04000,63.8750,117,52,0.68449
4465480,-0.06000,63.3750,117,52,0.68840
4465490,-0.08000,62.8750,117,52,0.69109
4465500,-0.09500,61.8750,117,52,0.69255
4465510,-0.10000,61.3750,117,52,0.69109
4465520,-0.09500,60.9375,117,52,0.68840
4465530,-0.09500,60.4375,117,52,0.68425
4465540,-0.09500,59.6250,117,52,0.67253
4465550,-0.09000,59.2500,117,52,0.66496
4465560,-0.08500,59.0000,117,52,0.65690
4465570,-0.08500,58.7500,117,52,0.64811
4465580,-0.09500,58.3125,117,52,0.62833
4465590,0.03000,58.0625,117,52,0.61758
4465600,0.44500,57.8125,117,52,0.60659
4465610,0.96500,57.5000,117,52,0.59560
4465620,0.92000,56.7500,117,52,0.57436
4465630,0.26500,56.3750,117,52,0.56386
4465640,-0.26000,55.9375,117,52,0.55360
4465650,-0.42000,55.5000,117,52,0.54359
4465660,-0.35000,54.6250,117,52,0.52552
4465670,-0.22500,54.1875,117,52,0.51770
4465680,-0.19500,53.8125,117,52,0.50940
4465690,-0.19000,53.4375,117,52,0.50085
4465700,-0.18000,52.6875,117,52,0.48400
4465710,-0.17000,52.3125,117,52,0.47546
4465720,-0.16500,51.9375,117,52,0.46716
4465730,-0.16000,51.6250,117,52,0.45910
4465740,-0.15000,51.0000,117,52,0.44274
4465750,-0.13500,50.8750,117,52,0.43468
4465760,-0.12500,51.1250,117,52,0.42784
4465770,-0.11500,54.8125,117,52,0.42173
4465780,-0.11500,59.1875,117,52,0.40733
4465790,-0.10500,65.1250,117,52,0.40000
4465800,-0.09000,71.9375,117,52,0.39267
4465810,-0.07000,78.8750,117,52,0.38535
4465820,-0.05000,91.8750,117,52,0.37167
4465830,-0.03000,97.5000,117,52,0.36508
4465840,-0.01500,102.3125,117,52,0.35849
4465850,0.00000,106.2500,117,52,0.35189
4465860,0.01500,111.3750,117,52,0.34066
4465870,0.03000,112.6250,117,52,0.33626
4465880,0.04000,113.1875,117,52,0.33114
4465890,0.05000,113.1250,117,52,0.32576
4465900,0.06000,111.6875,117,52,0.31453
4465910,0.07000,110.5000,117,52,0.30891
4465920,0.08000,109.0625,117,52,0.30305
4465930,0.09000,107.5000,117,52,0.29744
4465940,0.09000,104.0625,117,52,0.28645
4465950,0.08000,102.3125,117,52,0.28132
4465960,0.07000,100.5000,117,52,0.27766
4465970,0.04500,98.6875,117,52,0.27473
4465980,0.02000,95.2500,117,52,0.26667
4465990,0.00000,93.5000,117,52,0.26227
4466000,-0.01500,91.6875,117,52,0.25763
4466010,-0.02000,89.8125,117,52,0.25299
4466020,-0.02500,85.5000,117,52,0.24615
4466030,-0.02500,83.0625,117,52,0.24542
4466040,-0.02000,80.5625,117,52,0.24444
4466050,-0.01500,78.1250,117,52,0.24444
4466060,-0.01000,74.3125,117,52,0.25177
4466070,-0.00500,72.9375,117,52,0.25958
4466080,0.00000,71.8125,117,52,0.27131
4466090,-0.00500,70.9375,117,52,0.28669
4466100,-0.01000,69.6250,117,52,0.32747
4466110,-0.02000,69.1250,117,52,0.35214
4466120,-0.03000,68.7500,117,52,0.37875
4466130,-0.04000,68.3750,117,52,0.40659
4466140,-0.04000,67.6250,117,52,0.46276
4466150,-0.04500,67.2500,117,52,0.49011
4466160,-0.03500,66.8125,117,52,0.51306
4466170,-0.02000,65.9375,117,52,0.55385
4466180,-0.00500,65.5000,117,52,0.57363
4466190,0.00500,65.0625,117,52,0.59194
4466200,0.01000,64.5625,117,52,0.60806
4466210,0.00000,64.1250,117,52,0.62173
4466220,-0.02000,63.1875,117,52,0.64225
4466230,-0.04000,62.6875,117,52,0.64933
4466240,-0.06000,62.2500,117,52,0.65421
4466250,-0.08500,61.7500,117,52,0.65739
4466260,-0.10000,60.7500,117,52,0.65910
4466270,-0.10500,60.2500,117,52,0.65739
4466280,-0.10000,59.8125,117,52,0.65495
4466290,-0.09500,59.3750,117,52,0.65177
4466300,-0.09500,58.6250,117,52,0.64151
4466310,-0.09500,58.2500,117,52,0.63468
4466320,-0.08500,57.9375,117,52,0.62662
4466330,-0.07500,57.7500,117,52,0.61758
4466340,-0.08000,57.3125,117,52,0.59805
4466350,-0.01500,57.0625,117,52,0.58779
4466360,0.31000,56.8125,117,52,0.57827
4466370,0.87500,56.5000,117,52,0.56923
4466380,1.04000,55.8750,117,52,0.55067
4466390,0.47500,55.5000,117,52,0.54139
4466400,-0.14500,55.1875,117,52,0.53236
4466410,-0.40500,54.8125,117,52,0.52357
4466420,-0.39000,54.0625,117,52,0.50672
4466430,-0.28000,53.6875,117,52,0.49866
4466440,-0.21000,53.2500,117,52,0.49060
4466450,-0.20000,52.8750,117,52,0.48278
4466460,-0.19000,52.1250,117,52,0.46838
4466470,-0.18500,51.8125,117,52,0.46227
4466480,-0.18000,51.4375,117,52,0.45543
4466490,-0.17500,51.0625,117,52,0.44835
4466500,-0.17000,50.4375,117,52,0.43419
4466510,-0.16000,50.2500,117,52,0.42711
4466520,-0.15500,50.3750,117,52,0.42027
4466530,-0.14500,51.1875,117,52,0.41368
4466540,-0.14000,57.1875,117,52,0.40049
4466550,-0.12500,62.8125,117,52,0.39390
4466560,-0.10500,69.4375,117,52,0.38852
4466570,-0.08500,76.4375,117,52,0.38364
4466580,-0.06500,89.7500,117,52,0.37192
4466590,-0.04500,95.6250,117,52,0.36581
4466600,-0.03000,100.6875,117,52,0.35995
4466610,-0.01000,105.0000,117,52,0.35409
4466620,0.01000,110.9375,117,52,0.34237
4466630,0.02500,112.6250,117,52,0.33675
4466640,0.03500,113.5000,117,52,0.33114
4466650,0.04000,113.7500,117,52,0.32576
4466660,0.05000,112.7500,117,52,0.31697
4466670,0.05000,111.7500,117,52,0.31380
4466680,0.06000,110.5000,117,52,0.30989
4466690,0.07000,109.0625,117,52,0.30549
4466700,0.08500,105.8750,117,52,0.29646
4466710,0.08500,104.1250,117,52,0.29206
4466720,0.07500,102.4375,117,52,0.28767
4466730,0.05000,100.6875,117,52,0.28327
4466740,0.02000,97.3750,117,52,0.27448
4466750,-0.00500,95.6875,117,52,0.27009
4466760,-0.01500,94.0625,117,52,0.26691
4466770,-0.03500,92.3125,117,52,0.26447
4466780,-0.04000,88.3750,117,52,0.25665
4466790,-0.04000,86.0000,117,52,0.25299
4466800,-0.03500,83.5000,117,52,0.25006
4466810,-0.03000,80.9375,117,52,0.24860
