RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
3000620,-0.00500,96.5000,134,62,0.28498
3000630,-0.00500,93.3125,134,62,0.27692
3000640,0.02000,90.0000,134,62,0.26960
3000650,0.06000,87.0000,134,62,0.26496
3000660,0.09000,82.4375,134,62,0.26178
3000670,0.11000,80.9375,134,62,0.26398
3000680,0.14000,79.9375,134,62,0.27057
3000690,0.14000,79.2500,134,62,0.28230
3000700,0.12000,78.6875,134,62,0.32259
3000710,0.07000,78.6250,134,62,0.35067
3000720,0.00000,78.5000,134,62,0.38291
3000730,-0.06500,78.3750,134,62,0.41783
3000740,-0.11500,77.8750,134,62,0.48645
3000750,-0.14000,77.5000,134,62,0.51600
3000760,-0.14500,77.0625,134,62,0.54750
3000770,-0.14500,76.6250,134,62,0.57827
3000780,-0.14500,75.5000,134,62,0.63248
3000790,-0.14000,74.9375,134,62,0.65470
3000800,-0.13500,74.3750,134,62,0.67326
3000810,-0.14000,73.8125,134,62,0.68840
3000820,-0.16000,72.6875,134,62,0.70916
3000830,-0.02500,72.1250,134,62,0.71502
3000840,0.43000,71.5000,134,62,0.71819
3000850,0.87500,70.3125,134,62,0.71697
3000860,0.64000,69.6250,134,62,0.71429
3000870,-0.01000,68.9375,134,62,0.71038
3000880,-0.40000,68.2500,134,62,0.70501
3000890,-0.45000,67.5000,134,62,0.69817
3000900,-0.32500,66.1250,134,62,0.67985
3000910,-0.23000,65.4375,134,62,0.66862
3000920,-0.21500,64.7500,134,62,0.65617
3000930,-0.20000,64.1250,134,62,0.64274
3000940,-0.19000,62.9375,134,62,0.61563
3000950,-0.18000,62.3750,134,62,0.60317
3000960,-0.18000,61.8125,134,62,0.58999
3000970,-0.17000,61.3125,134,62,0.57656
3000980,-0.16000,60.4375,134,62,0.55043
3000990,-0.13500,60.2500,134,62,0.53797
3001000,-0.11500,60.5625,133,62,0.52601
3001010,-0.09500,62.1250,133,62,0.51477
3001020,-0.08500,71.6875,133,62,0.49280
3001030,-0.07500,79.8125,133,62,0.48230
3001040,-0.05500,89.1875,133,62,0.47204
3001050,-0.03500,98.6250,133,62,0.46325
3001060,-0.01500,114.9375,133,62,0.44640
3001070,0.00500,120.9375,133,62,0.43712
3001080,0.02000,125.1875,133,62,0.42759
3001090,0.04000,127.8750,133,62,0.41832
3001100,0.05000,128.8750,133,62,0.40000
3001110,0.07000,127.8750,133,62,0.39145
3001120,0.08500,126.1250,133,62,0.38291
3001130,0.10500,124.0000,133,62,0.37411
3001140,0.12000,119.0000,133,62,0.35873
3001150,0.12500,116.3125,133,62,0.35263
3001160,0.12000,113.6250,133,62,0.34530
3001170,0.11000,111.0000,133,62,0.33724
3001180,0.08500,106.0625,133,62,0.32039
3001190,0.05500,103.7500,133,62,0.31184
3001200,0.02500,101.4375,133,62,0.30305
3001210,0.01000,99.1875,133,62,0.29451
3001220,0.00500,94.4375,133,62,0.27814
3001230,0.01000,91.8125,133,62,0.27009
3001240,0.01000,88.9375,133,62,0.26178
3001250,0.01500,86.0625,133,62,0.25568
3001260,0.04000,81.0000,133,62,0.24469
3001270,0.07500,79.1875,133,62,0.23932
3001280,0.09500,77.8125,133,62,0.23565
3001290,0.11500,76.9375,133,62,0.23468
3001300,0.13500,76.0625,133,62,0.24518
3001310,0.14000,75.8750,133,62,0.25788
3001320,0.11000,75.8125,133,62,0.27546
3001330,0.06000,75.7500,133,62,0.29768
3001340,-0.00500,75.5625,133,62,0.34969
3001350,-0.07500,75.3750,133,62,0.37534
3001360,-0.12000,75.1250,133,62,0.40488
3001370,-0.14000,74.6875,133,62,0.43590
3001380,-0.15000,73.8125,133,62,0.49646
3001390,-0.15000,73.3125,133,62,0.52405
3001400,-0.15000,72.7500,133,62,0.54872
3001410,-0.15000,72.2500,133,62,0.57045
3001420,-0.14500,71.2500,133,62,0.60317
3001430,-0.14500,70.7500,133,62,0.61465
3001440,-0.16000,70.2500,133,62,0.62295
3001450,-0.04000,69.6875,133,62,0.62808
3001460,0.40000,68.5000,133,62,0.63175
3001470,0.87500,67.9375,133,62,0.63150
3001480,0.68000,67.3750,133,62,0.62955
3001490,0.04500,66.7500,133,62,0.62589
3001500,-0.36500,65.5625,133,62,0.61368
3001510,-0.46000,64.9375,133,62,0.60537
3001520,-0.35500,64.3125,133,62,0.59585
3001530,-0.25000,63.6875,133,62,0.58535
3001540,-0.21500,62.4375,133,62,0.56361
3001550,-0.20000,61.8750,133,62,0.55336
3001560,-0.19500,61.3125,133,62,0.54188
3001570,-0.18000,60.8125,133,62,0.53016
3001580,-0.17500,59.7500,133,62,0.50696
3001590,-0.17000,59.2500,133,62,0.49597
3001600,-0.15000,58.8125,133,62,0.48571
3001610,-0.12500,58.5625,133,62,0.47570
3001620,-0.10500,59.5625,133,62,0.45617
3001630,-0.09500,62.0000,133,62,0.44689
3001640,-0.08500,66.6250,133,62,0.43932
3001650,-0.07000,73.5625,133,62,0.43248
3001660,-0.05000,91.4375,133,62,0.41709
3001670,-0.03500,100.5000,133,62,0.40928
3001680,-0.01500,108.6875,133,62,0.40122
3001690,0.00000,115.5625,133,62,0.39341
3001700,0.02000,124.6250,133,62,0.37802
3001710,0.04500,126.8750,133,62,0.37070
3001720,0.06500,127.7500,133,62,0.36337
3001730,0.08500,127.5000,133,62,0.35604
3001740,0.10500,124.7500,133,62,0.34310
3001750,0.12000,122.6250,133,62,0.33797
3001760,0.13000,120.2500,133,62,0.33162
3001770,0.14000,117.7500,133,62,0.32821
3001780,0.13500,112.5625,133,62,0.32186
3001790,0.12000,110.0625,133,62,0.31624
3001800,0.09000,107.6250,133,62,0.31013
3001810,0.06000,105.2500,133,62,0.30403
3001820,0.03000,100.8125,133,62,0.29133
3001830,0.02000,98.6250,133,62,0.28498
3001840,0.01000,96.3125,133,62,0.28034
3001850,0.01000,93.8750,133,62,0.27619
3001860,0.01000,88.1875,133,62,0.26496
3001870,0.01500,85.0625,133,62,0.25861
3001880,0.03000,82.1250,133,62,0.25250
3001890,0.06500,79.6250,133,62,0.24713
3001900,0.09500,76.3750,133,62,0.24127
3001910,0.11500,75.5000,133,62,0.24274
3001920,0.13000,75.0000,133,62,0.24860
3001930,0.14000,74.8125,133,62,0.25885
3001940,0.12500,74.7500,133,62,0.29084
3001950,0.08000,74.7500,133,62,0.31013
3001960,0.01000,74.7500,133,62,0.33455
3001970,-0.06000,74.6250,133,62,0.36239
3001980,-0.11500,74.2500,133,62,0.42369
3001990,-0.14000,73.8750,133,62,0.45495
3002000,-0.15500,73.5000,132,61,0.48498
3002010,-0.15500,73.0000,132,61,0.51306
3002020,-0.15500,72.0625,132,61,0.56166
3002030,-0.15500,71.5625,132,61,0.58144
3002040,-0.14500,71.0625,132,61,0.59609
3002050,-0.14500,70.5625,132,61,0.60708
3002060,-0.16000,69.5625,132,61,0.62540
3002070,-0.11000,69.0625,132,61,0.63150
3002080,0.22000,68.5000,132,61,0.63541
3002090,0.77000,68.0000,132,61,0.63736
3002100,0.84500,66.8125,132,61,0.63541
3002110,0.28500,66.1875,132,61,0.63199
3002120,-0.26500,65.5625,132,61,0.62686
3002130,-0.47000,64.9375,132,61,0.62027
3002140,-0.41500,63.6875,132,61,0.60391
3002150,-0.29500,63.1250,132,61,0.59536
3002160,-0.23500,62.5000,132,61,0.58559
3002170,-0.21500,61.9375,132,61,0.57485
3002180,-0.20000,60.8125,132,61,0.55263
3002190,-0.19000,60.3125,132,61,0.54115
3002200,-0.19000,59.8125,132,61,0.52991
3002210,-0.17500,59.3125,132,61,0.51893
3002220,-0.16000,58.4375,132,61,0.49866
3002230,-0.13500,58.2500,132,61,0.48913
3002240,-0.11500,58.5000,132,61,0.48132
3002250,-0.10500,59.8125,132,61,0.47448
3002260,-0.08500,68.2500,132,61,0.45934
3002270,-0.06500,75.9375,132,61,0.45177
3002280,-0.04500,85.0000,132,61,0.44420
3002290,-0.02500,94.5000,132,61,0.43687
3002300,-0.01000,111.5000,132,61,0.42222
3002310,0.00500,118.1250,132,61,0.41514
3002320,0.02500,123.2500,132,61,0.40806
3002330,0.04000,126.7500,132,61,0.40122
3002340,0.05500,129.6875,132,61,0.38852
3002350,0.07000,129.5000,132,61,0.38364
3002360,0.08000,128.6250,132,61,0.37753
3002370,0.09000,127.1250,132,61,0.37118
3002380,0.10000,123.0625,132,61,0.35775
3002390,0.11500,120.7500,132,61,0.35116
3002400,0.12000,118.4375,132,61,0.34481
3002410,0.11000,116.0000,132,61,0.33846
3002420,0.08500,111.2500,132,61,0.32601
3002430,0.05000,109.0000,132,61,0.31990
3002440,0.02000,106.8750,132,61,0.31526
3002450,0.00000,104.7500,132,61,0.31111
3002460,-0.00500,100.4375,132,61,0.29988
3002470,-0.01500,98.0625,132,61,0.29377
3002480,-0.01500,95.5000,132,61,0.28718
3002490,-0.00500,92.6250,132,61,0.28059
3002500,0.00500,86.4375,132,61,0.26764
3002510,0.04500,83.5625,132,61,0.26252
3002520,0.08500,81.1875,132,61,0.25910
3002530,0.11000,79.3750,132,61,0.25861
3002540,0.13500,77.1875,132,61,0.26862
3002550,0.14500,76.6250,132,61,0.27888
3002560,0.14000,76.2500,132,61,0.29402
3002570,0.10000,76.0625,132,61,0.31404
3002580,0.03500,75.6875,132,61,0.36654
3002590,-0.04000,75.5625,132,61,0.39731
3002600,-0.10000,75.3125,132,61,0.42955
3002610,-0.13000,74.6875,132,61,0.46252
3002620,-0.14500,74.3125,132,61,0.52650
3002630,-0.16000,73.8750,132,61,0.55629
3002640,-0.16500,73.3750,132,61,0.58022
3002650,-0.16500,72.8750,132,61,0.59976
3002660,-0.16000,71.9375,132,61,0.63639
3002670,-0.15500,71.5000,132,61,0.65153
3002680,-0.16000,71.0000,132,61,0.66398
3002690,-0.15500,70.4375,132,61,0.67375
3002700,0.07000,69.3125,132,61,0.68620
3002710,0.59500,68.7500,132,61,0.68913
3002720,0.90000,68.1875,132,61,0.69011
3002730,0.53000,67.5625,132,61,0.68938
3002740,-0.10500,66.2500,132,61,0.68230
3002750,-0.43500,65.6250,132,61,0.67668
3002760,-0.44500,65.0000,132,61,0.66960
3002770,-0.32500,64.3750,132,61,0.66129
3002780,-0.25000,63.1875,132,61,0.64127
3002790,-0.23000,62.6250,132,61,0.63004
3002800,-0.21000,62.0000,132,61,0.61832
3002810,-0.20000,60.8750,132,61,0.60635
3002820,-0.19000,60.3125,132,61,0.58193
3002830,-0.17500,59.8125,132,61,0.57021
3002840,-0.16500,59.3125,132,61,0.55995
3002850,-0.14500,58.9375,132,61,0.55067
3002860,-0.13500,59.1875,132,61,0.53089
3002870,-0.12000,60.6875,132,61,0.52112
3002880,-0.11500,64.1250,132,61,0.51160
3002890,-0.10500,70.0625,132,61,0.50208
3002900,-0.09500,87.4375,132,61,0.48352
3002910,-0.07500,97.0000,132,61,0.47473
3002920,-0.05000,106.0000,132,61,0.46593
3002930,-0.02500,113.9375,132,61,0.45739
3002940,-0.01000,125.3750,132,61,0.44225
3002950,0.00500,128.6875,132,61,0.43614
3002960,0.02000,130.6250,132,61,0.42906
3002970,0.03000,131.2500,132,61,0.42173
3002980,0.03000,129.9375,132,61,0.40659
3002990,0.04500,128.4375,132,61,0.39927
3003000,0.05500,126.5625,132,61,0.39194
3003010,0.07000,124.3750,132,61,0.38462
3003020,0.07500,119.6875,132,61,0.36996
3003030,0.07000,117.3125,132,61,0.36264
3003040,0.06000,115.0000,132,61,0.35678
3003050,0.03500,112.7500,132,61,0.35165
3003060,0.00500,108.4375,132,61,0.33895
3003070,-0.02000,106.3750,132,61,0.33211
3003080,-0.04500,104.3750,132,61,0.32527
3003090,-0.05500,102.3125,132,61,0.31844
3003100,-0.05000,97.6875,132,61,0.30452
3003110,-0.04000,94.9375,132,61,0.29744
3003120,-0.03000,91.9375,132,61,0.29060
3003130,0.00000,88.7500,132,61,0.28425
3003140,0.03500,83.1875,132,61,0.27668
3003150,0.07000,81.1875,132,61,0.27692
3003160,0.10000,79.6875,132,61,0.27961
3003170,0.12500,78.5625,132,61,0.28620
3003180,0.12000,77.2500,132,61,0.31331
3003190,0.10000,76.8750,132,61,0.33407
3003200,0.05000,76.5625,132,61,0.35897
3003210,-0.01000,76.3125,132,61,0.38730
3003220,-0.06500,75.7500,132,61,0.45031
3003230,-0.11000,75.4375,132,61,0.48303
3003240,-0.13500,75.0625,132,61,0.51160
3003250,-0.14500,74.6875,132,61,0.53700
3003260,-0.14500,73.8125,132,61,0.59072
3003270,-0.15000,73.3125,132,61,0.61538
3003280,-0.15000,72.8750,132,61,0.63712
3003290,-0.14500,72.4375,132,61,0.65592
3003300,-0.15500,71.5000,132,61,0.68425
3003310,-0.17500,71.0000,132,61,0.69377
3003320,0.02500,111.3125,132,61,0.34872
3003330,0.02500,111.3125,132,61,0.34872
3003340,0.02500,111.3125,132,61,0.34872
3003350,0.02500,111.3125,132,61,0.34872
3003360,0.02500,111.3125,132,61,0.34872
3003370,0.02500,111.3125,132,61,0.34872
3003380,0.02500,111.3125,132,61,0.34872
3003390,0.02500,111.3125,132,61,0.34872
3003400,-0.04500,92.7500,132,61,0.29573
3003410,-0.04500,92.7500,132,61,0.29573
3003420,-0.04500,92.7500,132,61,0.29573
3003430,-0.04500,92.7500,132,61,0.29573
3003440,-0.04500,92.7500,132,61,0.29573
3003450,-0.04500,92.7500,132,61,0.29573
3003460,-0.04500,92.7500,132,61,0.29573
3003470,-0.04500,92.7500,132,61,0.29573
3003480,-0.04500,92.7500,132,61,0.29573
3003490,-0.04500,92.7500,132,61,0.29573
3003500,-0.04500,92.7500,132,61,0.29573
3003510,-0.04500,92.7500,132,61,0.29573
3003520,-0.04500,92.7500,132,61,0.29573
3003530,-0.04500,92.7500,132,61,0.29573
3003540,-0.04500,92.7500,132,61,0.29573
3003550,-0.04500,92.7500,132,61,0.29573
3003560,-0.04500,92.7500,132,61,0.29573
3003570,-0.04500,92.7500,132,61,0.29573
3003580,-0.04500,92.7500,132,61,0.29573
3003590,-0.04500,92.7500,132,61,0.29573
3003600,-0.04500,92.7500,132,61,0.29573
3003610,-0.04500,92.7500,132,61,0.29573
3003620,-0.02500,89.6875,132,61,0.29060
3003630,-0.02500,89.6875,132,61,0.29060
3003640,-0.02500,89.6875,132,61,0.29060
3003650,-0.02500,89.6875,132,61,0.29060
3003660,-0.02500,89.6875,132,61,0.29060
3003670,-0.02500,89.6875,132,61,0.29060
3003680,-0.02500,89.6875,132,61,0.29060
3003690,-0.02500,89.6875,132,61,0.29060
3003700,-0.02500,89.6875,132,61,0.29060
3003710,-0.02500,89.6875,132,61,0.29060
3003720,-0.02500,89.6875,132,61,0.29060
3003730,-0.02500,89.6875,132,61,0.29060
3003740,-0.02500,89.6875,132,61,0.29060
3003750,-0.02500,89.6875,132,61,0.29060
3003760,0.01000,86.8125,132,61,0.28596
3003770,0.04500,84.3125,132,61,0.28254
3003780,0.07500,80.7500,132,61,0.28425
3003790,0.10000,79.6250,132,61,0.29133
3003800,0.11000,78.8125,132,61,0.30330
3003810,0.09500,78.1875,132,61,0.32015
3003820,0.05000,77.3125,132,61,0.37973
3003830,-0.01500,76.9375,132,61,0.41294
3003840,-0.09000,76.6250,132,61,0.44274
3003850,-0.14500,76.2500,132,61,0.47106
3003860,-0.16000,75.3750,132,61,0.53504
3003870,-0.17000,75.0000,132,61,0.56703
3003880,-0.17000,74.5000,132,61,0.59731
3003890,-0.17000,74.0000,132,61,0.62515
3003900,-0.16500,73.0000,132,61,0.67179
3003910,-0.16000,72.5625,132,61,0.69035
3003920,-0.15500,72.0625,132,61,0.70574
3003930,-0.17000,71.5625,132,61,0.71795
3003940,-0.11500,70.5000,132,61,0.73114
3003950,0.22500,70.0000,132,61,0.73529
3003960,0.78500,69.4375,132,61,0.73822
3003970,0.89000,68.8750,132,61,0.73944
3003980,0.43000,67.6875,132,61,0.73724
3003990,-0.20500,67.1250,132,61,0.73382
3004000,-0.47000,66.5000,133,62,0.72869
3004010,-0.42500,65.8750,133,62,0.72186
3004020,-0.30000,64.6250,133,62,0.70330
3004030,-0.24000,64.0000,133,62,0.69231
3004040,-0.23000,63.4375,133,62,0.68132
3004050,-0.21500,62.8750,133,62,0.67033
3004060,-0.20000,61.6875,133,62,0.64567
3004070,-0.20000,61.1250,133,62,0.63297
3004080,-0.19500,60.6250,133,62,0.62051
3004090,-0.18500,60.1250,133,62,0.60830
3004100,-0.17000,59.6250,133,62,0.58486
3004110,-0.15000,60.1875,133,62,0.57363
3004120,-0.13000,62.1875,133,62,0.56288
3004130,-0.11000,66.4375,133,62,0.55189
3004140,-0.08500,82.3125,133,62,0.53358
3004150,-0.07000,92.3125,133,62,0.52430
3004160,-0.05000,102.1875,133,62,0.51477
3004170,-0.03500,111.3125,133,62,0.50525
3004180,-0.02000,125.1250,133,62,0.48718
3004190,-0.00500,129.5625,133,62,0.47839
3004200,0.01000,132.3125,133,62,0.46960
3004210,0.02000,133.6875,133,62,0.46129
3004220,0.03000,133.2500,133,62,0.44493
3004230,0.04000,131.9375,133,62,0.43663
3004240,0.05500,130.1875,133,62,0.42979
3004250,0.07000,125.8750,133,62,0.42393
3004260,0.08500,123.5000,133,62,0.40952
3004270,0.09000,121.1875,133,62,0.40171
3004280,0.08000,118.8750,133,62,0.39414
3004290,0.06000,116.5625,133,62,0.38657
3004300,0.03000,112.3125,133,62,0.37143
3004310,0.00000,110.3125,133,62,0.36386
3004320,-0.02000,108.3750,133,62,0.35653
3004330,-0.04000,106.4375,133,62,0.34945
3004340,-0.04500,102.3125,133,62,0.33919
3004350,-0.05000,99.8750,133,62,0.33309
3004360,-0.05000,97.1250,133,62,0.32625
3004370,-0.03500,94.1250,133,62,0.31917
3004380,-0.00500,88.1250,133,62,0.30720
3004390,0.02500,85.5625,133,62,0.30379
3004400,0.05000,83.4375,133,62,0.30354
3004410,0.08000,81.8750,133,62,0.30745
3004420,0.10000,79.8125,133,62,0.33065
3004430,0.10500,79.2500,133,62,0.35018
3004440,0.08500,78.8125,133,62,0.37094
3004450,0.03000,78.5000,133,62,0.39365
3004460,-0.04500,77.9375,133,62,0.45299
3004470,-0.11500,77.6250,133,62,0.48620
3004480,-0.15500,77.2500,133,62,0.51990
3004490,-0.17000,76.8750,133,62,0.55336
3004500,-0.17000,75.9375,133,62,0.61563
3004510,-0.17000,75.4375,133,62,0.64298
3004520,-0.17000,74.8750,133,62,0.66716
3004530,-0.17000,74.3125,133,62,0.68816
3004540,-0.17000,73.3125,133,62,0.71502
3004550,-0.18000,72.7500,133,62,0.72576
3004560,-0.20000,72.2500,133,62,0.73480
3004570,-0.04500,71.6875,133,62,0.74188
3004580,0.44500,70.5625,133,62,0.75043
3004590,0.93000,69.9375,133,62,0.75214
3004600,0.72000,69.3750,133,62,0.75189
3004610,-0.14500,68.1250,133,62,0.74628
3004620,-0.45000,67.5000,133,62,0.74090
3004630,-0.47500,66.8750,133,62,0.73382
3004640,-0.34500,66.2500,133,62,0.72576
3004650,-0.25500,65.6250,133,62,0.71673
3004660,-0.24000,64.5000,133,62,0.69451
3004670,-0.23000,63.9375,133,62,0.68205
3004680,-0.22000,63.3750,133,62,0.66935
3004690,-0.21000,62.8125,133,62,0.65665
3004700,-0.20500,61.6875,133,62,0.63150
3004710,-0.20000,61.1875,133,62,0.61929
3004720,-0.19000,60.8125,133,62,0.60733
3004730,-0.17500,60.6250,133,62,0.59585
3004740,-0.15500,63.3125,133,62,0.57656
3004750,-0.14000,67.6875,133,62,0.56679
3004760,-0.12000,74.7500,133,62,0.55653
3004770,-0.10000,83.9375,133,62,0.54652
3004780,-0.08500,104.1875,133,62,0.52698
3004790,-0.06500,113.3125,133,62,0.51722
3004800,-0.03500,121.0000,133,62,0.50769
3004810,-0.01500,127.0000,133,62,0.49841
3004820,-0.00500,133.7500,133,62,0.48010
3004830,0.00500,134.8125,133,62,0.47106
3004840,0.01500,134.8125,133,62,0.46349
3004850,0.02000,134.0000,133,62,0.45665
3004860,0.04000,130.7500,133,62,0.44103
3004870,0.06000,128.6875,133,62,0.43297
3004880,0.07000,126.5000,133,62,0.42491
3004890,0.08000,124.2500,133,62,0.41685
3004900,0.09000,119.6875,133,62,0.40073
3004910,0.08000,117.5625,133,62,0.39267
3004920,0.06000,115.4375,133,62,0.38486
3004930,0.02500,113.3750,133,62,0.37680
3004940,0.00000,109.4375,133,62,0.36435
3004950,-0.02000,107.5625,133,62,0.35751
3004960,-0.03000,105.5000,133,62,0.34994
3004970,-0.03500,103.2500,133,62,0.34212
3004980,-0.03500,97.6875,133,62,0.32650
3004990,-0.04000,94.4375,133,62,0.31917
3005000,-0.03500,90.9375,132,62,0.31282
3005010,-0.01000,87.6250,132,62,0.30769
3005020,0.02000,82.3750,132,62,0.30525
3005030,0.05000,80.6875,132,62,0.30989
3005040,0.08000,79.5625,132,62,0.31770
3005050,0.08000,78.8125,132,62,0.32918
3005060,0.07000,78.1250,132,62,0.36850
3005070,0.04000,78.0625,132,62,0.39512
3005080,-0.01500,78.0000,132,62,0.42515
3005090,-0.09500,77.9375,132,62,0.45763
3005100,-0.16000,77.5000,132,62,0.52601
3005110,-0.19000,77.1250,132,62,0.55971
3005120,-0.21000,76.6875,132,62,0.59194
3005130,-0.22000,76.1875,132,62,0.62222
3005140,-0.22500,75.1250,132,62,0.66569
3005150,-0.22500,74.5000,132,62,0.68498
3005160,-0.22000,73.8750,132,62,0.70256
3005170,-0.22500,73.2500,132,62,0.71746
3005180,-0.25000,72.1250,132,62,0.73895
3005190,-0.20500,71.5625,132,62,0.74579
3005200,0.12500,71.0000,132,62,0.75018
3005210,0.72500,70.4375,132,62,0.75263
3005220,0.90000,69.3125,132,62,0.75214
3005230,0.28500,68.6875,132,62,0.74921
3005240,-0.33500,68.1250,132,62,0.74481
3005250,-0.51000,67.1354,132,62,0.73557
3005260,-0.41500,66.1250,132,62,0.72454
3005270,-0.29000,65.5000,132,62,0.71477
3005280,-0.25000,64.8125,132,62,0.70354
3005290,-0.25000,64.1875,132,62,0.69133
3005300,-0.24000,62.8750,132,62,0.66520
3005310,-0.23000,62.1875,132,62,0.65153
3005320,-0.21500,61.5625,132,62,0.63785
3005330,-0.20000,60.9375,132,62,0.62418
3005340,-0.18500,59.8750,132,62,0.60122
3005350,-0.17000,59.6250,132,62,0.58974
3005360,-0.15000,59.8750,132,62,0.57851
3005370,-0.12500,61.4375,132,62,0.56752
3005380,-0.11000,71.1875,132,62,0.54628
3005390,-0.09500,79.6875,132,62,0.53602
3005400,-0.08000,89.4375,132,62,0.52601
3005410,-0.06500,99.4375,132,62,0.51600
3005420,-0.04500,116.6875,132,62,0.49670
3005430,-0.02500,123.0625,132,62,0.48864
3005440,-0.00500,127.6875,132,62,0.48132
3005450,0.01000,130.5625,132,62,0.47302
3005460,0.03000,132.2500,132,62,0.45568
3005470,0.04500,131.6250,132,62,0.44664
3005480,0.06000,130.2500,132,62,0.43785
3005490,0.08000,128.5000,132,62,0.42906
3005500,0.10500,124.1875,132,62,0.41221
3005510,0.12500,121.8750,132,62,0.40415
3005520,0.13500,119.5000,132,62,0.39585
3005530,0.12000,117.1875,132,62,0.38779
3005540,0.10000,112.7500,132,62,0.37534
3005550,0.07000,110.5625,132,62,0.36825
3005560,0.04000,108.4375,132,62,0.36068
3005570,0.01500,106.3125,132,62,0.35311
3005580,0.00000,102.0000,132,62,0.33797
3005590,-0.00500,99.6250,132,62,0.33040
3005600,-0.01000,96.9375,132,62,0.32283
3005610,-0.00500,93.9375,132,62,0.31526
3005620,0.00000,87.6875,132,62,0.30110
3005630,0.03000,84.8750,132,62,0.29646
3005640,0.06000,82.5625,132,62,0.29377
3005650,0.08000,80.6875,132,62,0.29255
3005660,0.11000,78.3125,132,62,0.29963
3005670,0.13000,77.6875,132,62,0.31038
3005680,0.12000,77.3125,132,62,0.32650
3005690,0.08000,77.1250,132,62,0.34750
3005700,0.02500,76.8125,132,62,0.40269
3005710,-0.03500,76.6875,132,62,0.43468
3005720,-0.08500,76.5000,132,62,0.46838
3005730,-0.11000,76.1875,132,62,0.50232
3005740,-0.12000,75.3125,132,62,0.55824
3005750,-0.12000,74.7500,132,62,0.58608
3005760,-0.12000,74.1250,132,62,0.61294
3005770,-0.12000,73.5625,132,62,0.63761
3005780,-0.11500,72.4375,132,62,0.67741
3005790,-0.11500,71.8750,132,62,0.69231
3005800,-0.14500,71.3125,132,62,0.70403
3005810,-0.11000,70.7500,132,62,0.71306
3005820,0.19500,69.6250,132,62,0.72308
3005830,0.75000,69.0625,132,62,0.72405
3005840,0.87500,68.4375,132,62,0.72308
3005850,0.28500,67.7500,132,62,0.72137
3005860,-0.28500,66.3750,132,62,0.71111
3005870,-0.46000,65.6875,132,62,0.70134
3005880,-0.38500,65.0000,132,62,0.69182
