RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
9875820,-0.21000,57.5625,97,56,0.45690
9875830,-0.21000,57.5625,97,56,0.45690
9875840,-0.19500,56.6875,97,56,0.43468
9875850,-0.19000,56.4375,97,56,0.42833
9875860,-0.18000,56.1875,97,56,0.42222
9875870,-0.17000,56.0625,97,56,0.41661
9875880,-0.16000,56.3125,97,56,0.40562
9875890,-0.14000,57.0625,97,56,0.40049
9875900,-0.12500,58.5000,97,56,0.39536
9875910,-0.10500,60.7500,97,56,0.39048
9875920,-0.08500,67.4375,97,56,0.38388
9875930,-0.06500,71.4375,97,56,0.38071
9875940,-0.03500,75.6250,97,56,0.37753
9875950,-0.01000,79.7500,97,56,0.37411
9875960,0.02000,87.2500,97,56,0.36679
9875970,0.04500,90.3125,97,56,0.36288
9875980,0.07500,92.8750,97,56,0.35897
9875990,0.10500,94.8750,97,56,0.35556
9876000,0.13500,97.3750,97,56,0.34945
9876010,0.16000,98.1250,97,56,0.34750
9876020,0.18500,98.5625,97,56,0.34579
9876030,0.20000,98.6875,97,56,0.34359
9876040,0.19500,98.3125,97,56,0.33822
9876050,0.15500,97.8125,97,56,0.33529
9876060,0.09500,97.1250,97,56,0.33187
9876070,0.03000,96.3125,97,56,0.32821
9876080,-0.01500,94.4375,97,56,0.32112
9876090,-0.05500,93.3750,97,56,0.31844
9876100,-0.08000,92.2500,97,56,0.31575
9876110,-0.10000,91.1250,97,56,0.31331
9876120,-0.10500,88.7500,97,56,0.30965
9876130,-0.11500,87.5000,97,56,0.30720
9876140,-0.11500,86.1875,97,56,0.30452
9876150,-0.11500,84.8125,97,56,0.30208
9876160,-0.11500,81.8750,97,56,0.30037
9876170,-0.11500,80.3750,97,56,0.30232
9876180,-0.11500,78.8125,97,56,0.30720
9876190,-0.12500,77.3125,97,56,0.31624
9876200,-0.12500,74.5000,97,56,0.34799
9876210,-0.12000,73.1875,97,56,0.36703
9876220,-0.12000,71.9375,97,56,0.38828
9876230,-0.12000,70.8125,97,56,0.41514
9876240,-0.12000,68.8125,97,56,0.47912
9876250,-0.12000,67.9375,97,56,0.51380
9876260,-0.11500,67.1875,97,56,0.54872
9876270,-0.10500,66.5625,97,56,0.58291
9876280,-0.09500,65.4375,97,56,0.64542
9876290,-0.07500,65.0000,97,56,0.67302
9876300,-0.05500,64.6250,97,56,0.69768
9876310,-0.05000,64.3125,97,56,0.71917
9876320,-0.05000,64.3125,97,56,0.71917
9876330,-0.01500,63.5625,97,56,0.75604
9876340,-0.00500,63.3750,97,56,0.76508
9876350,-0.03000,63.2500,97,56,0.77216
9876360,-0.05500,62.9375,97,56,0.77973
9876370,-0.08500,62.7500,97,56,0.78022
9876380,-0.12000,62.6250,97,56,0.77827
9876390,-0.14500,62.5000,97,56,0.77436
9876400,-0.15500,62.1250,97,56,0.76190
9876410,-0.15500,61.9375,97,56,0.75385
9876420,-0.14500,61.8125,97,56,0.74481
9876430,-0.13500,61.5625,97,56,0.73480
9876440,-0.12500,61.1875,97,56,0.71233
9876450,-0.14500,61.0000,97,56,0.69939
9876460,-0.19000,60.7500,97,56,0.68523
9876470,-0.05000,60.5625,97,56,0.66984
9876480,0.50500,60.0625,97,56,0.61294
9876490,1.33500,59.8125,97,56,0.58974
9876500,1.62500,59.5625,97,56,0.57045
9876510,0.90000,59.3125,97,56,0.55336
9876520,0.03000,58.8125,97,56,0.52601
9876530,-0.30000,58.5625,97,56,0.51233
9876540,-0.30000,58.3125,97,56,0.49866
9876550,-0.26500,58.0625,97,56,0.48523
9876560,-0.24500,57.5625,97,56,0.45983
9876570,-0.23500,57.3125,97,56,0.44786
9876580,-0.22000,57.0625,97,56,0.43639
9876590,-0.21500,56.8125,97,56,0.42589
9876600,-0.20500,56.2500,97,56,0.40708
9876610,-0.20000,56.0625,97,56,0.39976
9876620,-0.19000,55.8125,97,56,0.39365
9876630,-0.19000,55.6250,97,56,0.38730
9876640,-0.18000,55.2500,97,56,0.37460
9876650,-0.17000,55.0625,97,56,0.36850
9876660,-0.15500,54.8750,97,56,0.36264
9876670,-0.15000,54.6875,97,56,0.35702
9876680,-0.14000,54.6250,97,56,0.34652
9876690,-0.12500,54.8750,97,56,0.34188
9876700,-0.11000,55.6875,97,56,0.33724
9876710,-0.09500,57.0625,97,56,0.33309
9876720,-0.08000,62.1250,97,56,0.32772
9876730,-0.06000,65.6250,97,56,0.32479
9876740,-0.03000,69.3750,97,56,0.32137
9876750,-0.00500,73.3750,97,56,0.31795
9876760,0.02000,80.9375,97,56,0.31062
9876770,0.05000,84.2500,97,56,0.30672
9876780,0.08000,87.0625,97,56,0.30281
9876790,0.11000,89.4375,97,56,0.29915
9876800,0.14000,92.6875,97,56,0.29182
9876810,0.17000,93.6250,97,56,0.28913
9876820,0.20500,94.2500,97,56,0.28718
9876830,0.23000,94.6250,97,56,0.28449
9876840,0.23500,94.7500,97,56,0.28164
9876850,0.21000,94.6250,97,56,0.27863
9876860,0.15000,94.2500,97,56,0.27546
9876870,0.08000,93.7500,97,56,0.27228
9876880,0.01500,92.2500,97,56,0.26667
9876890,-0.03000,91.3750,97,56,0.26398
9876900,-0.06500,90.4375,97,56,0.26129
9876910,-0.08500,89.3750,97,56,0.25861
9876920,-0.09500,87.0625,97,56,0.25421
9876930,-0.10500,85.8125,97,56,0.25299
9876940,-0.11500,84.5000,97,56,0.25079
9876950,-0.11500,83.1875,97,56,0.24884
9876960,-0.11500,80.4375,97,56,0.24493
9876970,-0.11500,79.0000,97,56,0.24396
9876980,-0.11500,77.5000,97,56,0.24420
9876990,-0.11500,76.0000,97,56,0.24615
9877000,-0.11000,73.1250,96,56,0.25836
9877010,-0.11500,71.8125,96,56,0.26935
9877020,-0.11500,70.5625,96,56,0.28181
9877030,-0.11500,69.3750,96,56,0.29670
9877040,-0.11500,67.3750,96,56,0.34017
9877050,-0.11500,66.5000,96,56,0.36679
9877060,-0.11500,65.6875,96,56,0.39585
9877070,-0.11500,65.0000,96,56,0.42613
9877080,-0.10500,63.8750,96,56,0.48645
9877090,-0.10500,63.8750,96,56,0.48645
9877100,-0.07500,63.0000,96,56,0.54090
9877110,-0.06000,62.6250,96,56,0.56484
9877120,-0.05000,62.1250,96,56,0.60220
9877130,-0.02500,61.8750,96,56,0.61441
9877140,-0.00500,61.6250,96,56,0.62613
9877150,-0.02000,61.4375,96,56,0.63590
9877160,-0.04500,61.1875,96,56,0.64933
9877170,-0.06500,61.0625,96,56,0.65275
9877180,-0.10500,61.0000,96,56,0.65421
9877190,-0.14000,60.8750,96,56,0.65348
9877200,-0.16000,60.5000,96,56,0.64713
9877210,-0.16000,60.3750,96,56,0.64200
9877220,-0.15500,60.2500,96,56,0.63565
9877230,-0.14500,60.0625,96,56,0.62857
9877240,-0.13500,59.6875,96,56,0.61074
9877250,-0.12500,59.5000,96,56,0.60049
9877260,-0.16500,59.3125,96,56,0.58950
9877270,-0.19000,59.1250,96,56,0.57753
9877280,0.08000,58.7500,96,56,0.55189
9877290,0.77500,58.5625,96,56,0.53846
9877300,1.51000,58.3750,96,56,0.52479
9877310,1.42000,58.1875,96,56,0.51087
9877320,0.52500,57.7500,96,56,0.48425
9877330,-0.16000,57.5000,96,56,0.47277
9877340,-0.32000,57.3125,96,56,0.46032
9877350,-0.28500,57.0625,96,56,0.44762
9877360,-0.25000,56.5625,96,56,0.42369
9877370,-0.23500,56.3750,96,56,0.41245
9877380,-0.23000,56.1250,96,56,0.40195
9877390,-0.21500,55.9375,96,56,0.39194
9877400,-0.21500,55.9375,96,56,0.39194
9877410,-0.20000,55.3125,96,56,0.36606
9877420,-0.19500,55.0625,96,56,0.35971
9877430,-0.18500,54.8750,96,56,0.35458
9877440,-0.18500,54.8750,96,56,0.35458
9877450,-0.17000,54.1875,96,56,0.33846
9877460,-0.16000,54.0000,96,56,0.33382
9877470,-0.15000,53.7500,96,56,0.32991
9877480,-0.14000,53.4375,96,56,0.32234
9877490,-0.12500,53.3750,96,56,0.31868
9877500,-0.11500,53.5000,96,56,0.31551
9877510,-0.10500,54.0000,96,56,0.31209
9877520,-0.08500,56.6250,96,56,0.30769
9877530,-0.06500,59.0625,96,56,0.30525
9877540,-0.06500,59.0625,96,56,0.30525
9877550,-0.02000,65.6875,96,56,0.29963
9877560,0.00500,73.3750,96,56,0.29426
9877570,0.03000,77.1250,96,56,0.29158
9877580,0.06000,80.6250,96,56,0.28864
9877590,0.09000,83.6875,96,56,0.28571
9877600,0.12000,88.4375,96,56,0.28010
9877610,0.15000,90.1250,96,56,0.27692
9877620,0.18500,91.3750,96,56,0.27497
9877630,0.18500,91.3750,96,56,0.27497
9877640,0.23000,93.0625,96,56,0.26862
9877650,0.22000,93.1250,96,56,0.26618
9877660,0.17000,93.0000,96,56,0.26422
9877670,0.10000,92.6250,96,56,0.26252
9877680,0.02500,91.5000,96,56,0.25836
9877690,-0.03000,90.7500,96,56,0.25592
9877700,-0.07000,89.8750,96,56,0.25348
9877710,-0.09500,88.8750,96,56,0.25104
9877720,-0.11500,86.7500,96,56,0.24933
9877730,-0.12000,85.5625,96,56,0.24811
9877740,-0.12500,84.3750,96,56,0.24615
9877750,-0.12000,83.1250,96,56,0.24420
9877760,-0.12500,80.5000,96,56,0.24005
9877770,-0.12500,79.1250,96,56,0.23834
9877780,-0.12000,77.6250,96,56,0.23785
9877790,-0.11500,76.1875,96,56,0.23883
9877800,-0.11500,73.3125,96,56,0.24737
9877810,-0.11500,72.0000,96,56,0.25617
9877820,-0.11500,70.6875,96,56,0.26691
9877830,-0.11500,69.5000,96,56,0.28010
9877840,-0.11500,69.5000,96,56,0.28010
9877850,-0.12000,66.3750,96,56,0.34408
9877860,-0.12000,65.5625,96,56,0.37167
9877870,-0.11500,64.8125,96,56,0.40122
9877880,-0.11000,63.5625,96,56,0.46227
9877890,-0.10000,63.0625,96,56,0.49182
9877900,-0.08000,62.6250,96,56,0.52015
9877910,-0.06500,62.2500,96,56,0.54628
9877920,-0.06000,61.6250,96,56,0.58364
9877930,-0.03500,61.3750,96,56,0.60073
9877940,-0.01500,61.1875,96,56,0.61612
9877950,-0.02000,61.0000,96,56,0.62930
9877960,-0.04500,60.7500,96,56,0.64786
9877970,-0.07500,60.6250,96,56,0.65372
9877980,-0.10500,60.5000,96,56,0.65714
9877990,-0.14500,60.4375,96,56,0.65836
9878000,-0.16000,60.1875,96,55,0.65519
9878010,-0.16500,60.0625,96,55,0.65153
9878020,-0.16000,59.8750,96,55,0.64664
9878030,-0.15000,59.7500,96,55,0.64054
9878040,-0.14500,59.4375,96,55,0.62540
9878050,-0.13500,59.2500,96,55,0.61636
9878060,-0.16500,59.0625,96,55,0.60635
9878070,-0.22000,58.8125,96,55,0.59560
9878080,-0.03500,58.3750,96,55,0.57143
9878090,0.57500,58.2500,96,55,0.55824
9878100,1.38500,58.0625,96,55,0.54457
9878110,1.54500,57.8125,96,55,0.53065
9878120,0.75000,57.4375,96,55,0.50696
9878130,-0.04500,57.2500,96,55,0.49426
9878140,-0.31000,57.0625,96,55,0.48107
9878150,-0.30500,56.8750,96,55,0.46813
9878160,-0.27000,56.4375,96,55,0.44298
9878170,-0.25000,56.2500,96,55,0.43126
9878180,-0.24000,56.0625,96,55,0.42027
9878190,-0.23000,55.8750,96,55,0.40977
9878200,-0.22500,55.3750,96,55,0.39096
9878210,-0.21500,55.1250,96,55,0.38266
9878220,-0.20500,54.8750,96,55,0.37631
9878230,-0.19500,54.6250,96,55,0.37094
9878240,-0.19000,54.2500,96,55,0.35971
9878250,-0.18000,54.0625,96,55,0.35433
9878260,-0.17500,53.8750,96,55,0.34945
9878270,-0.16000,53.6875,96,55,0.34505
9878280,-0.15500,53.3750,96,55,0.33651
9878290,-0.14500,53.3125,96,55,0.33260
9878300,-0.13500,53.4375,96,55,0.32918
9878310,-0.11500,53.8750,96,55,0.32576
9878320,-0.10000,56.4375,96,55,0.32161
9878330,-0.08500,58.8125,96,55,0.31917
9878340,-0.06000,61.8750,96,55,0.31673
9878350,-0.03500,65.5000,96,55,0.31429
9878360,-0.01000,73.3125,96,55,0.30891
9878370,0.01500,77.1250,96,55,0.30623
9878380,0.04500,80.7500,96,55,0.30330
9878390,0.07500,83.9375,96,55,0.30037
9878400,0.10500,88.9375,96,55,0.29499
9878410,0.13500,90.6875,96,55,0.29231
9878420,0.16500,91.9375,96,55,0.29060
9878430,0.20000,92.8750,96,55,0.28938
9878440,0.22000,93.9375,96,55,0.28523
9878450,0.21500,94.1250,96,55,0.28303
9878460,0.17500,94.0625,96,55,0.28083
9878470,0.11000,93.8750,96,55,0.27863
9878480,0.04000,92.8750,96,55,0.27424
9878490,-0.01500,92.1875,96,55,0.27204
9878500,-0.06500,91.3750,96,55,0.26960
9878510,-0.09500,90.4375,96,55,0.26740
9878520,-0.11000,88.4375,96,55,0.26520
9878530,-0.11500,87.3750,96,55,0.26789
9878540,-0.12500,86.1875,96,55,0.27277
9878550,-0.12500,85.0000,96,55,0.27399
9878560,-0.12500,85.0000,96,55,0.27399
9878570,-0.12500,85.0000,96,55,0.27399
9878580,-0.12500,85.0000,96,55,0.27399
9878590,-0.12500,78.5000,96,55,0.27131
9878600,-0.12500,75.5000,96,55,0.28132
9878610,-0.12500,74.0625,96,55,0.29158
9878620,-0.12500,72.7500,96,55,0.30379
9878630,-0.12500,71.4375,96,55,0.31868
9878640,-0.13000,69.1250,96,55,0.36484
9878650,-0.13000,68.1250,96,55,0.39463
9878660,-0.12500,67.1875,96,55,0.42759
9878670,-0.12000,66.3750,96,55,0.46276
9878680,-0.11500,65.0625,96,55,0.53626
9878690,-0.10500,64.5000,96,55,0.57216
9878700,-0.08500,64.0000,96,55,0.60659
9878710,-0.07500,63.5625,96,55,0.63858
9878720,-0.06000,62.9375,96,55,0.68523
9878730,-0.03500,62.6875,96,55,0.70598
9878740,-0.02000,62.5000,96,55,0.72527
9878750,-0.03500,62.3125,96,55,0.74237
9878760,-0.06000,61.9375,96,55,0.76728
9878770,-0.08500,61.8125,96,55,0.77534
9878780,-0.12000,61.6875,96,55,0.78071
9878790,-0.15500,61.5625,96,55,0.78364
9878800,-0.17000,61.3125,96,55,0.78266
9878810,-0.17000,61.1875,96,55,0.77949
9878820,-0.17000,61.0625,96,55,0.77460
9878830,-0.15500,60.9375,96,55,0.76825
9878840,-0.15000,60.6250,96,55,0.75238
9878850,-0.14500,60.5000,96,55,0.74261
9878860,-0.19000,60.3125,96,55,0.73138
9878870,-0.22000,60.1250,96,55,0.71893
9878880,0.05000,59.7500,96,55,0.69035
9878890,0.77000,59.5625,96,55,0.67473
9878900,1.55000,59.3750,96,55,0.65861
9878910,1.49500,59.1875,96,55,0.64200
9878920,0.59500,58.7500,96,55,0.61197
9878930,-0.13500,58.5625,96,55,0.59609
9878940,-0.33000,58.3750,96,55,0.57973
9878950,-0.30500,58.1875,96,55,0.56361
9878960,-0.28000,57.7500,96,55,0.53284
9878970,-0.26000,57.5625,96,55,0.51819
9878980,-0.25000,57.3125,96,55,0.50403
9878990,-0.24000,57.1250,96,55,0.49084
9879000,-0.23000,56.6875,96,55,0.46691
9879010,-0.22000,56.5000,96,55,0.45617
9879020,-0.22000,56.2500,96,55,0.44762
9879030,-0.21000,56.0625,96,55,0.44029
9879040,-0.20000,55.5625,96,55,0.42515
9879050,-0.19000,55.3125,96,55,0.41783
9879060,-0.18500,55.1250,96,55,0.41074
9879070,-0.17500,55.0000,96,55,0.40440
9879080,-0.16500,54.7500,96,55,0.39292
9879090,-0.15500,54.7500,96,55,0.38779
9879100,-0.14000,55.0625,96,55,0.38315
9879110,-0.12500,55.8750,96,55,0.37900
9879120,-0.10500,59.6250,96,55,0.37338
9879130,-0.09000,62.6875,96,55,0.36996
9879140,-0.07000,66.3125,96,55,0.36654
9879150,-0.04500,70.3125,96,55,0.36288
9879160,-0.01500,78.5625,96,55,0.35580
9879170,0.01000,82.3750,96,55,0.35263
9879180,0.04000,85.8750,96,55,0.34921
9879190,0.07500,88.9375,96,55,0.34603
9879200,0.10500,93.4375,96,55,0.33993
9879210,0.13000,94.9375,96,55,0.33773
9879220,0.16000,96.0000,96,55,0.33578
9879230,0.18500,96.8125,96,55,0.33309
9879240,0.20500,97.5625,96,55,0.32698
9879250,0.19500,97.6250,96,55,0.32405
9879260,0.14500,97.4375,96,55,0.32137
9879270,0.08000,97.1250,96,55,0.31868
9879280,0.01000,96.0000,96,55,0.31331
9879290,-0.04500,95.2500,96,55,0.31062
9879300,-0.08000,94.3750,96,55,0.30769
9879310,-0.10500,93.5000,96,55,0.30501
9879320,-0.12000,91.4375,96,55,0.30305
9879330,-0.12500,90.3125,96,55,0.30134
9879340,-0.13000,89.1875,96,55,0.29939
9879350,-0.13500,88.0000,96,55,0.29719
9879360,-0.13000,85.5000,96,55,0.29353
9879370,-0.12500,84.1250,96,55,0.29255
9879380,-0.12500,82.7500,96,55,0.29304
9879390,-0.12500,81.2500,96,55,0.29621
9879400,-0.12500,78.2500,96,55,0.31209
9879410,-0.12500,76.7500,96,55,0.32381
9879420,-0.12500,75.3750,96,55,0.33846
9879430,-0.12500,74.0625,96,55,0.35873
9879440,-0.12500,74.0625,96,55,0.35873
9879450,-0.12500,70.5000,96,55,0.44689
9879460,-0.12500,69.5625,96,55,0.48278
9879470,-0.12500,68.6875,96,55,0.52039
9879480,-0.12000,67.2500,96,55,0.59634
9879490,-0.12000,66.6875,96,55,0.59634
9879500,-0.08500,66.1875,96,55,0.66618
9879510,-0.06500,65.7500,96,55,0.69719
9879520,-0.06000,64.9375,96,55,0.74042
9879530,-0.04500,64.6875,96,55,0.75946
9879540,-0.02000,64.4375,96,55,0.77705
9879550,-0.02500,64.3125,96,55,0.79219
9879560,-0.05000,64.0000,96,55,0.81416
9879570,-0.07000,63.8750,96,55,0.82125
9879580,-0.10500,63.7500,96,55,0.82613
9879590,-0.14500,63.6250,96,55,0.82857
9879600,-0.16500,63.3750,96,55,0.82759
9879610,-0.16500,63.3750,96,55,0.82759
9879620,-0.16000,63.1250,96,55,0.81807
9879630,-0.15000,63.0000,96,55,0.81172
9879640,-0.14500,62.6875,96,55,0.79609
9879650,-0.13500,62.5000,96,55,0.78657
9879660,-0.17000,62.3125,96,55,0.77582
9879670,-0.20000,62.1250,96,55,0.76361
9879680,0.08000,61.7500,96,55,0.73578
9879690,0.08000,61.7500,96,55,0.73578
9879700,1.59000,61.3125,96,55,0.70452
9879710,1.57500,61.0625,96,55,0.68791
9879720,0.67000,60.5625,96,55,0.65739
9879730,-0.10500,60.3125,96,55,0.64151
9879740,-0.32500,60.1250,96,55,0.62540
9879750,-0.30500,59.8750,96,55,0.60904
9879760,-0.28000,59.3750,96,55,0.57705
9879770,-0.27000,59.1875,96,55,0.56166
9879780,-0.25500,58.9375,96,55,0.54725
9879790,-0.24500,58.6875,96,55,0.53358
9879800,-0.23500,58.2500,96,55,0.50842
9879810,-0.22500,58.0625,96,55,0.49841
9879820,-0.22000,57.8750,96,55,0.48962
9879830,-0.21500,57.6250,96,55,0.48059
9879840,-0.21000,57.1875,96,55,0.46349
9879850,-0.20000,57.0000,96,55,0.45617
9879860,-0.19000,56.8125,96,55,0.44933
9879870,-0.18000,56.5625,96,55,0.44298
9879880,-0.17000,56.3125,96,55,0.43199
9879890,-0.15500,56.4375,96,55,0.42662
9879900,-0.14500,56.8750,96,55,0.42125
9879910,-0.12500,57.8750,96,55,0.41636
9879920,-0.11000,62.1250,96,55,0.40952
9879930,-0.08500,65.4375,96,55,0.40562
9879940,-0.08500,65.4375,96,55,0.40562
9879950,-0.04000,73.6250,96,55,0.39780
9879960,-0.01500,82.2500,96,55,0.39145
9879970,0.01500,86.1875,96,55,0.38803
9879980,0.04500,89.6875,96,55,0.38462
9879990,0.08000,92.6250,96,55,0.38144
9880000,0.10500,96.8750,97,55,0.37485
9880010,0.13000,98.1875,97,55,0.37216
9880020,0.16000,99.1250,97,55,0.36996
9880030,0.18500,99.7500,97,55,0.36728
9880040,0.20000,100.2500,97,55,0.36142
9880050,0.19000,100.0625,97,55,0.35849
9880060,0.15000,99.7500,97,55,0.35531
9880070,0.09000,99.2500,97,55,0.35238
9880080,0.03000,97.8125,97,55,0.34725
9880090,-0.02500,96.9375,97,55,0.34481
9880100,-0.06000,95.9375,97,55,0.34237
9880110,-0.06000,95.9375,97,55,0.34237
9880120,-0.10000,92.5625,97,55,0.33748
9880130,-0.11000,91.3750,97,55,0.33578
9880140,-0.11500,90.1250,97,55,0.33358
9880150,-0.12000,88.8750,97,55,0.33138
9880160,-0.12000,86.1250,97,55,0.32772
9880170,-0.11500,84.7500,97,55,0.32698
9880180,-0.11500,83.2500,97,55,0.32821
9880190,-0.11500,81.6875,97,55,0.33187
9880200,-0.12000,78.6250,97,55,0.34969
9880210,-0.12000,77.1250,97,55,0.36264
9880220,-0.12500,75.6875,97,55,0.37851
9880230,-0.12500,74.3750,97,55,0.40049
9880240,-0.12500,72.0000,97,55,0.45934
9880250,-0.12500,70.9375,97,55,0.49426
9880260,-0.12500,70.0000,97,55,0.53114
9880270,-0.11500,69.1250,97,55,0.56899
9880280,-0.10500,67.6875,97,55,0.64371
9880290,-0.09000,67.0625,97,55,0.67888
9880300,-0.06500,66.5625,97,55,0.71136
9880310,-0.05500,66.0625,97,55,0.74042
9880320,-0.04500,65.3125,97,55,0.77973
9880330,-0.04500,65.3125,97,55,0.77973
9880340,-0.01500,64.6875,97,55,0.81368
9880350,-0.03000,64.4375,97,55,0.82784
9880360,-0.05500,64.0625,97,55,0.84737
9880370,-0.08000,63.8750,97,55,0.85324
9880380,-0.12500,63.6875,97,55,0.85641
9880390,-0.15500,63.5000,97,55,0.85714
9880400,-0.16000,63.1250,97,55,0.85226
9880410,-0.16000,62.9375,97,55,0.84664
9880420,-0.15500,62.7500,97,55,0.83980
9880430,-0.14500,62.5625,97,55,0.83223
9880440,-0.14500,62.5625,97,55,0.83223
9880450,-0.14500,62.0000,97,55,0.80317
9880460,-0.20000,61.8125,97,55,0.79096
9880470,-0.10500,61.5625,97,55,0.77729
9880480,0.42000,61.1250,97,55,0.74676
9880490,1.26000,60.8750,97,55,0.73065
9880500,1.65500,60.6250,97,55,0.71355
9880510,1.06000,60.4375,97,55,0.69621
9880520,0.13500,59.9375,97,55,0.66520
9880530,-0.30000,59.6875,97,55,0.64884
9880540,-0.32000,59.4375,97,55,0.63175
9880550,-0.28000,59.1875,97,55,0.61441
9880560,-0.25500,58.6875,97,55,0.58144
9880570,-0.24500,58.4375,97,55,0.56606
9880580,-0.23500,58.1875,97,55,0.53626
9880590,-0.22500,57.9375,97,55,0.50012
9880600,-0.22000,57.4375,97,55,0.46032
9880610,-0.21000,57.1875,97,55,0.44835
9880620,-0.20000,56.9375,97,55,0.43907
9880630,-0.19500,56.6875,97,55,0.43053
9880640,-0.19000,56.1875,97,55,0.41490
9880650,-0.18000,55.9375,97,55,0.40806
9880660,-0.17500,55.6875,97,55,0.40147
9880670,-0.16500,55.5000,97,55,0.39512
9880680,-0.15500,55.2500,97,55,0.38339
9880690,-0.13500,55.3750,97,55,0.37778
9880700,-0.12000,55.8125,97,55,0.37241
9880710,-0.10500,56.8125,97,55,0.36728
9880720,-0.08500,61.0000,97,55,0.35946
9880730,-0.06500,64.1875,97,55,0.35531
9880740,-0.04500,67.9375,97,55,0.35092
9880750,-0.01500,71.8750,97,55,0.34652
9880760,0.00500,79.9375,97,55,0.33797
9880770,0.03500,83.5625,97,55,0.33358
9880780,0.06500,86.8125,97,55,0.32943
9880790,0.10000,89.5625,97,55,0.32552
9880800,0.13000,93.5000,97,55,0.31795
