RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
6475280,-0.19500,59.8750,112,61,0.44591
6475290,-0.19000,59.6250,112,61,0.43419
6475300,-0.18000,59.5000,112,61,0.42344
6475310,-0.17000,59.7500,112,61,0.41392
6475320,-0.15500,62.8750,112,61,0.39951
6475330,-0.14500,66.7500,112,61,0.39463
6475340,-0.12500,72.5000,112,61,0.38999
6475350,-0.10500,79.6875,112,61,0.38584
6475360,-0.08500,94.1250,112,61,0.37827
6475370,-0.05500,99.9375,112,61,0.37485
6475380,-0.03000,104.5000,112,61,0.37143
6475390,-0.00500,108.0625,112,61,0.36801
6475400,0.02000,112.4375,112,61,0.36142
6475410,0.04000,113.1875,112,61,0.35849
6475420,0.06000,113.1250,112,61,0.35653
6475430,0.08000,112.4375,112,61,0.35507
6475440,0.08000,112.4375,112,61,0.35507
6475450,0.11000,108.7500,112,61,0.34799
6475460,0.09500,107.3125,112,61,0.34481
6475470,0.06000,105.8125,112,61,0.34164
6475480,0.01500,102.8125,112,61,0.33480
6475490,-0.02500,101.3125,112,61,0.33138
6475500,-0.06000,99.8750,112,61,0.32796
6475510,-0.08000,98.4375,112,61,0.32454
6475520,-0.09500,95.7500,112,61,0.31868
6475530,-0.09500,94.3750,112,61,0.31673
6475540,-0.09500,93.0625,112,61,0.31380
6475550,-0.09500,91.7500,112,61,0.31013
6475560,-0.09500,88.9375,112,61,0.30208
6475570,-0.09500,87.3750,112,61,0.29768
6475580,-0.09500,85.6250,112,61,0.29353
6475590,-0.09500,83.6875,112,61,0.28987
6475600,-0.09000,79.6250,112,61,0.28547
6475610,-0.09000,77.6875,112,61,0.28669
6475620,-0.08500,75.9375,112,61,0.29060
6475630,-0.07000,74.4375,112,61,0.29792
6475640,-0.04500,72.1875,112,61,0.32747
6475650,-0.04000,71.3750,112,61,0.35092
6475660,-0.03500,70.7500,112,61,0.37998
6475670,-0.01000,70.3125,112,61,0.41368
6475680,0.00500,69.9375,112,61,0.49109
6475690,0.00000,69.9375,112,61,0.53187
6475700,-0.03500,69.9375,112,61,0.57216
6475710,-0.07000,70.0625,112,61,0.61026
6475720,-0.11500,70.3750,112,61,0.67179
6475730,-0.16000,70.5000,112,61,0.69304
6475740,-0.18500,70.6250,112,61,0.71355
6475750,-0.19000,70.7500,112,61,0.73162
6475760,-0.19000,70.6875,112,61,0.75726
6475770,-0.18000,70.5625,112,61,0.76532
6475780,-0.17500,70.4375,112,61,0.77021
6475790,-0.23000,70.3125,112,61,0.77241
6475800,-0.25500,69.8125,112,61,0.76874
6475810,-0.01000,69.4375,112,61,0.76361
6475820,0.61000,69.1250,112,61,0.75678
6475830,1.34000,68.7500,112,61,0.74872
6475840,1.35500,68.0625,112,61,0.72943
6475850,0.54500,67.6875,112,61,0.71819
6475860,-0.16000,67.3125,112,61,0.70598
6475870,-0.35000,66.9375,112,61,0.69280
6475880,-0.32000,66.1875,112,61,0.66398
6475890,-0.29000,65.8125,112,61,0.64811
6475900,-0.28000,65.5000,112,61,0.63126
6475910,-0.26500,65.1250,112,61,0.61392
6475920,-0.26000,64.3125,112,61,0.58071
6475930,-0.26000,63.9375,112,61,0.56190
6475940,-0.25500,63.5625,112,61,0.54408
6475950,-0.24000,63.1875,112,61,0.53138
6475960,-0.23000,62.5000,112,61,0.50354
6475970,-0.22000,62.0625,112,61,0.48987
6475980,-0.21500,61.6875,112,61,0.47692
6475990,-0.20500,61.3125,112,61,0.46471
6476000,-0.20000,60.9375,112,62,0.44274
6476010,-0.19000,61.3750,112,62,0.43321
6476020,-0.17500,62.7500,112,62,0.42589
6476030,-0.16000,65.6875,112,62,0.42002
6476040,-0.14500,77.0000,112,62,0.40830
6476050,-0.12500,84.5625,112,62,0.40317
6476060,-0.10500,92.0000,112,62,0.39853
6476070,-0.08000,98.5000,112,62,0.39463
6476080,-0.05500,108.0625,112,62,0.38755
6476090,-0.03000,111.1875,112,62,0.38462
6476100,-0.00500,113.4375,112,62,0.38169
6476110,0.01500,114.8125,112,62,0.37900
6476120,0.03000,115.1250,112,62,0.37387
6476130,0.05000,114.3750,112,62,0.37192
6476140,0.07000,113.2500,112,62,0.36947
6476150,0.08500,111.9375,112,62,0.36654
6476160,0.07000,109.0625,112,62,0.36068
6476170,0.04500,107.6250,112,62,0.35775
6476180,0.00000,106.2500,112,62,0.35507
6476190,-0.03500,104.8125,112,62,0.35214
6476200,-0.07500,102.0000,112,62,0.34530
6476210,-0.09500,100.6875,112,62,0.34164
6476220,-0.10500,99.3750,112,62,0.33895
6476230,-0.10500,98.1250,112,62,0.33651
6476240,-0.11000,95.5000,112,62,0.32918
6476250,-0.10500,94.1250,112,62,0.32503
6476260,-0.10500,92.7500,112,62,0.32088
6476270,-0.10000,91.2500,112,62,0.31673
6476280,-0.10000,87.7500,112,62,0.30842
6476290,-0.10000,85.8125,112,62,0.30476
6476300,-0.10000,83.8125,112,62,0.30208
6476310,-0.10000,81.8125,112,62,0.30134
6476320,-0.09500,78.3125,112,62,0.30867
6476330,-0.07500,76.8125,112,62,0.31746
6476340,-0.05500,75.5625,112,62,0.33162
6476350,-0.04500,74.5000,112,62,0.35165
6476360,-0.04500,72.9375,112,62,0.41050
6476370,-0.02500,72.5000,112,62,0.44689
6476380,0.00000,72.1875,112,62,0.48669
6476390,0.00500,71.9375,112,62,0.52796
6476400,-0.01500,71.8125,112,62,0.60806
6476410,-0.05000,71.8125,112,62,0.64420
6476420,-0.09500,71.9375,112,62,0.67253
6476430,-0.14000,72.0625,112,62,0.69524
6476440,-0.14000,72.0625,112,62,0.69524
6476450,-0.18000,72.3125,112,62,0.75385
6476460,-0.18000,72.2500,112,62,0.76728
6476470,-0.17000,72.1250,112,62,0.77753
6476480,-0.16500,71.6875,112,62,0.78852
6476490,-0.21000,71.4375,112,62,0.79023
6476500,-0.25500,71.1250,112,62,0.78950
6476510,-0.04500,70.7500,112,62,0.78681
6476520,0.57500,70.0000,112,62,0.77607
6476530,1.36500,69.6250,112,62,0.76825
6476540,1.50000,69.3125,112,62,0.75922
6476550,0.72000,68.8750,112,62,0.74896
6476560,-0.10000,68.1250,112,62,0.72576
6476570,-0.35500,67.7500,112,62,0.71282
6476580,-0.32500,67.4375,112,62,0.69939
6476590,-0.29000,67.0625,112,62,0.68523
6476600,-0.28000,66.3750,112,62,0.65397
6476610,-0.26500,66.0625,112,62,0.63761
6476620,-0.25500,65.7500,112,62,0.62222
6476630,-0.24500,65.4375,112,62,0.60757
6476640,-0.24000,64.6875,112,62,0.57607
6476650,-0.23000,64.3750,112,62,0.56020
6476660,-0.22000,64.0625,112,62,0.54457
6476670,-0.21000,63.7500,112,62,0.52991
6476680,-0.20000,63.0000,112,62,0.50281
6476690,-0.19000,62.6250,112,62,0.49035
6476700,-0.18500,62.3750,112,62,0.47912
6476710,-0.17000,62.5000,112,62,0.46886
6476720,-0.16000,65.6875,112,62,0.45250
6476730,-0.14500,69.6875,112,62,0.44664
6476740,-0.12500,75.5625,112,62,0.44029
6476750,-0.09500,82.6875,112,62,0.43370
6476760,-0.07500,97.3125,112,62,0.42222
6476770,-0.07500,97.3125,112,62,0.42222
6476780,-0.02000,108.0625,112,62,0.41270
6476790,0.01000,111.7500,112,62,0.40879
6476800,0.03000,116.4375,112,62,0.40244
6476810,0.05500,117.3750,112,62,0.39951
6476820,0.07500,117.4375,112,62,0.39731
6476830,0.09500,116.8750,112,62,0.39487
6476840,0.12000,114.4375,112,62,0.38828
6476850,0.13500,112.9375,112,62,0.38486
6476860,0.13000,111.3125,112,62,0.38120
6476870,0.10000,109.5625,112,62,0.37680
6476880,0.06000,106.3125,112,62,0.36777
6476890,0.02000,104.6875,112,62,0.36337
6476900,-0.01000,103.0625,112,62,0.35946
6476910,-0.03500,101.5000,112,62,0.35580
6476920,-0.05500,98.5625,112,62,0.34921
6476930,-0.06500,97.1250,112,62,0.34676
6476940,-0.07000,95.6875,112,62,0.34359
6476950,-0.07500,94.2500,112,62,0.34042
6476960,-0.07500,91.2500,112,62,0.33089
6476970,-0.07500,89.6250,112,62,0.32747
6476980,-0.07000,87.8125,112,62,0.32357
6476990,-0.07000,87.8125,112,62,0.32357
6477000,-0.07500,81.6875,112,61,0.31624
6477010,-0.07500,79.6250,112,61,0.31746
6477020,-0.07500,77.7500,112,61,0.32137
6477030,-0.06500,76.1875,112,61,0.32869
6477040,-0.04500,73.7500,112,61,0.35824
6477050,-0.01500,72.8750,112,61,0.38193
6477060,-0.01500,72.1875,112,61,0.41123
6477070,-0.00500,71.6875,112,61,0.44518
6477080,0.01000,71.1250,112,61,0.53236
6477090,0.03500,71.0625,112,61,0.57753
6477100,0.03000,71.0625,112,61,0.60928
6477110,-0.00500,71.1250,112,61,0.64249
6477120,-0.04500,71.3125,112,61,0.69280
6477130,-0.09000,71.3750,112,61,0.70598
6477140,-0.13000,71.3750,112,61,0.71160
6477150,-0.15500,71.3750,112,61,0.72186
6477160,-0.15500,71.2500,112,61,0.74066
6477170,-0.15000,71.0625,112,61,0.74676
6477180,-0.14000,70.8125,112,61,0.75043
6477190,-0.13500,70.5625,112,61,0.75140
6477200,-0.20000,70.0000,112,61,0.74628
6477210,-0.20000,69.6875,112,61,0.74066
6477220,0.14500,69.3750,112,61,0.73358
6477230,0.84500,69.0000,112,61,0.72503
6477240,1.45500,68.1875,112,61,0.70525
6477250,1.24000,67.8125,112,61,0.69377
6477260,0.34500,67.4375,112,61,0.68132
6477270,0.34500,67.4375,112,61,0.68132
6477280,-0.30000,66.3125,112,61,0.64005
6477290,-0.26000,65.9375,112,61,0.62466
6477300,-0.24000,65.5625,112,61,0.60855
6477310,-0.23000,65.1875,112,61,0.59194
6477320,-0.22000,64.5000,112,61,0.56142
6477330,-0.21000,64.1875,112,61,0.54505
6477340,-0.20500,63.8125,112,61,0.52821
6477350,-0.19500,63.4375,112,61,0.51160
6477360,-0.19000,62.6875,112,61,0.47961
6477370,-0.18000,62.2500,112,61,0.46447
6477380,-0.17000,61.8750,112,61,0.45006
6477390,-0.17000,61.8750,112,61,0.45006
6477400,-0.15500,60.7500,112,61,0.41441
6477410,-0.14500,60.6250,112,61,0.40488
6477420,-0.13500,60.9375,112,61,0.39756
6477430,-0.12000,62.0625,112,61,0.39194
6477440,-0.10500,68.8125,112,61,0.37875
6477450,-0.08500,74.7500,112,61,0.37241
6477460,-0.06500,81.9375,112,61,0.36777
6477470,-0.04500,89.2500,112,61,0.36313
6477480,-0.02000,101.3750,112,61,0.35458
6477490,0.00000,105.7500,112,61,0.35092
6477500,0.02000,109.1250,112,61,0.34750
6477510,0.04500,111.5625,112,61,0.34408
6477520,0.06000,113.6875,112,61,0.33944
6477530,0.08000,113.4375,112,61,0.33651
6477540,0.10000,112.6250,112,61,0.33284
6477550,0.12000,111.3750,112,61,0.32894
6477560,0.13000,108.3750,112,61,0.32088
6477570,0.13000,106.7500,112,61,0.31648
6477580,0.10000,105.1875,112,61,0.31233
6477590,0.06000,103.5625,112,61,0.30720
6477600,0.02000,100.3125,112,61,0.29841
6477610,-0.01500,98.7500,112,61,0.29573
6477620,-0.03500,97.1875,112,61,0.29231
6477630,-0.05500,95.6875,112,61,0.28962
6477640,-0.06500,92.8125,112,61,0.28449
6477650,-0.07000,91.3750,112,61,0.27985
6477660,-0.07500,89.8750,112,61,0.27473
6477670,-0.07500,88.2500,112,61,0.27106
6477680,-0.07500,84.7500,112,61,0.26154
6477690,-0.08000,82.8125,112,61,0.25690
6477700,-0.08000,80.8750,112,61,0.25348
6477710,-0.08000,78.8750,112,61,0.25226
6477720,-0.08000,75.4375,112,61,0.25470
6477730,-0.07500,74.0000,112,61,0.26081
6477740,-0.06500,72.8125,112,61,0.27448
6477750,-0.05000,71.8125,112,61,0.29280
6477760,-0.03500,70.4375,112,61,0.34530
6477770,-0.03000,70.0000,112,61,0.37827
6477780,-0.01500,69.7500,112,61,0.41465
6477790,0.01000,69.5625,112,61,0.45275
6477800,0.03000,69.5000,112,61,0.52821
6477810,0.02000,69.6250,112,61,0.55849
6477820,-0.02000,69.7500,112,61,0.58413
6477830,-0.06500,69.8750,112,61,0.60977
6477840,-0.11000,70.1250,112,61,0.65397
6477850,-0.14500,70.1875,112,61,0.67082
6477860,-0.16000,70.1875,112,61,0.68400
6477870,-0.16000,70.1250,112,61,0.69353
6477880,-0.15500,69.7500,112,61,0.70256
6477890,-0.14500,69.4375,112,61,0.70281
6477900,-0.14500,69.1250,112,61,0.70037
6477910,-0.20000,68.8125,112,61,0.69573
6477920,-0.20000,68.1250,112,61,0.68230
6477930,0.09000,67.7500,112,61,0.67350
6477940,0.73500,67.3750,112,61,0.66349
6477950,1.36500,67.0625,112,61,0.65226
6477960,1.19000,66.3750,112,61,0.62613
6477970,0.33500,66.0625,112,61,0.61148
6477980,-0.22500,65.7500,112,61,0.59609
6477990,-0.32000,65.4375,112,61,0.58022
6478000,-0.29000,64.7500,112,61,0.54725
6478010,-0.26500,64.3750,112,61,0.53211
6478020,-0.25500,64.0000,112,61,0.51819
6478030,-0.25000,63.6250,112,61,0.50305
6478040,-0.24500,62.8125,112,61,0.47131
6478050,-0.24500,62.3750,112,61,0.45592
6478060,-0.23500,61.9375,112,61,0.44127
6478070,-0.23000,61.5625,112,61,0.42735
6478080,-0.22500,60.8750,112,61,0.40195
6478090,-0.22000,60.5000,112,61,0.39072
6478100,-0.21000,60.1875,112,61,0.38071
6478110,-0.20000,59.8750,112,61,0.37289
6478120,-0.19000,59.7500,112,61,0.35995
6478130,-0.18000,60.1875,112,61,0.35360
6478140,-0.17000,61.5000,112,61,0.34823
6478150,-0.15500,64.1875,112,61,0.34310
6478160,-0.13500,74.8750,112,61,0.33431
6478170,-0.11500,82.1250,112,61,0.33065
6478180,-0.09000,89.3750,112,61,0.32747
6478190,-0.07000,95.6875,112,61,0.32454
6478200,-0.04500,104.9375,112,61,0.31917
6478210,-0.02000,108.0625,112,61,0.31722
6478220,0.00500,110.2500,112,61,0.31575
6478230,0.03000,111.5625,112,61,0.31355
6478240,0.05500,111.5000,112,61,0.30769
6478250,0.08000,110.5000,112,61,0.30452
6478260,0.11000,109.1875,112,61,0.30110
6478270,0.12000,107.6250,112,61,0.29792
6478280,0.11500,104.2500,112,61,0.29109
6478290,0.08500,102.5625,112,61,0.28791
6478300,0.04000,100.8750,112,61,0.28498
6478310,0.00000,99.2500,112,61,0.28278
6478320,-0.03500,95.8750,112,61,0.27790
6478330,-0.06000,94.3125,112,61,0.27424
6478340,-0.07500,92.7500,112,61,0.27057
6478350,-0.08500,91.2500,112,61,0.26667
6478360,-0.08500,88.3750,112,61,0.25861
6478370,-0.08500,86.9375,112,61,0.25421
6478380,-0.07500,85.3750,112,61,0.24982
6478390,-0.07500,85.3750,112,61,0.24982
6478400,-0.06000,80.0000,112,61,0.23810
6478410,-0.05000,78.0000,112,61,0.23663
6478420,-0.04500,76.1250,112,61,0.23687
6478430,-0.04500,76.1250,112,61,0.23687
6478440,-0.02500,71.6250,112,61,0.25055
6478450,-0.01500,70.5625,112,61,0.26300
6478460,0.00000,69.7500,112,61,0.28083
6478470,0.01500,69.0625,112,61,0.30427
6478480,0.02000,68.1875,112,61,0.36630
6478490,0.04000,68.0000,112,61,0.40269
6478500,0.06500,67.9375,112,61,0.44078
6478510,0.07000,68.0000,112,61,0.47424
6478520,0.04500,68.3125,112,61,0.53675
6478530,0.00000,68.5000,112,61,0.56777
6478540,-0.04500,68.6875,112,61,0.59585
6478550,-0.09000,68.9375,112,61,0.62076
6478560,-0.12000,69.1875,112,61,0.65885
6478570,-0.13500,69.2500,112,61,0.67204
6478580,-0.13500,69.1875,112,61,0.68132
6478590,-0.12500,69.0000,112,61,0.68718
6478600,-0.11500,68.5000,112,61,0.68938
6478610,-0.13500,68.1875,112,61,0.68645
6478620,-0.20000,67.8750,112,61,0.68156
6478630,-0.10500,67.5625,112,61,0.67521
6478640,0.32500,67.0000,112,61,0.65763
6478650,1.04500,66.6875,112,61,0.64713
6478660,1.46000,66.4375,112,61,0.63565
6478670,0.93500,66.1875,112,61,0.62295
6478680,0.11500,65.6250,112,61,0.59438
6478690,-0.24000,65.3125,112,61,0.57875
6478700,-0.27000,65.0000,112,61,0.56239
6478710,-0.24000,64.6250,112,61,0.54725
6478720,-0.22000,63.8750,112,61,0.51770
6478730,-0.21000,63.3750,112,61,0.50134
6478740,-0.20000,62.9375,112,61,0.48498
6478750,-0.19000,62.5000,112,61,0.46911
6478760,-0.18000,61.6250,112,61,0.43883
6478770,-0.17000,61.2500,112,61,0.42442
6478780,-0.17000,61.2500,112,61,0.42442
6478790,-0.14500,60.5000,112,61,0.39780
6478800,-0.13500,59.8125,112,61,0.37558
6478810,-0.12500,59.4375,112,61,0.36728
6478820,-0.11500,59.1875,112,61,0.36044
6478830,-0.10000,59.1250,112,61,0.35360
6478840,-0.08500,60.4375,112,61,0.34115
6478850,-0.06500,62.6250,112,61,0.33553
6478860,-0.04500,66.5625,112,61,0.33089
6478870,-0.02500,72.3125,112,61,0.32747
6478880,-0.00500,86.6250,112,61,0.32283
6478890,0.01000,93.1875,112,61,0.32088
6478900,0.04000,98.7500,112,61,0.31868
6478910,0.06500,103.1875,112,61,0.31722
6478920,0.06500,103.1875,112,61,0.31722
6478930,0.11000,111.1875,112,61,0.31184
6478940,0.12500,112.0000,112,61,0.30965
6478950,0.14500,112.0000,112,61,0.30720
6478960,0.16500,110.3750,112,61,0.30208
6478970,0.17500,109.0625,112,61,0.29890
6478980,0.17500,107.6875,112,61,0.29573
6478990,0.15500,106.1875,112,61,0.29255
6479000,0.11000,103.1875,112,61,0.28718
6479010,0.11000,103.1875,112,61,0.28718
6479020,0.02000,100.1250,112,61,0.28352
6479030,-0.00500,98.6250,112,61,0.28059
6479040,-0.02500,95.6250,112,61,0.27326
6479050,-0.04000,94.1250,112,61,0.26960
6479060,-0.04500,92.6875,112,61,0.26569
6479070,-0.04500,91.2500,112,61,0.26178
6479080,-0.04000,88.3750,112,61,0.25324
6479090,-0.04000,86.8125,112,61,0.24908
6479100,-0.03500,85.1875,112,61,0.24542
6479110,-0.03500,83.3125,112,61,0.24347
6479120,-0.04000,79.3750,112,61,0.24176
6479130,-0.04000,77.4375,112,61,0.24225
6479140,-0.03500,75.6875,112,61,0.24518
6479150,-0.03000,74.1250,112,61,0.25177
6479160,-0.01500,71.8750,112,61,0.27937
6479170,0.00000,71.0000,112,61,0.30403
6479180,0.01000,70.3125,112,61,0.33504
6479190,0.02000,69.8125,112,61,0.36825
6479200,0.05000,69.1875,112,61,0.43590
6479210,0.06500,69.0625,112,61,0.46667
6479220,0.06000,69.0000,112,61,0.50134
6479230,0.02000,69.0625,112,61,0.53626
6479240,-0.02000,69.1875,112,61,0.60049
6479250,-0.06500,69.3125,112,61,0.62759
6479260,-0.10500,69.4375,112,61,0.65055
6479270,-0.12500,69.5000,112,61,0.66960
6479280,-0.12500,69.5000,112,61,0.69524
6479290,-0.11500,69.4375,112,61,0.70256
6479300,-0.10500,69.3125,112,61,0.70672
6479310,-0.11000,69.1250,112,61,0.70745
6479320,-0.16000,68.6250,112,61,0.70256
6479330,-0.17000,68.3125,112,61,0.69792
6479340,0.10000,68.0000,112,61,0.69182
6479350,0.73000,67.6875,112,61,0.68425
6479360,1.39500,67.1250,112,61,0.66618
6479370,1.26000,66.8125,112,61,0.65543
6479380,0.44000,66.5000,112,61,0.64347
6479390,-0.13500,66.1875,112,61,0.63053
6479400,-0.27500,65.3750,112,61,0.60342
6479410,-0.25000,65.0000,112,61,0.59023
6479420,-0.23000,64.5625,112,61,0.57534
6479430,-0.22000,64.1875,112,61,0.55946
6479440,-0.22000,64.1875,112,61,0.55946
6479450,-0.20000,62.9375,112,61,0.51062
6479460,-0.19500,62.5625,112,61,0.49524
6479470,-0.18500,62.1250,112,61,0.48034
6479480,-0.17500,61.3750,112,61,0.45226
6479490,-0.17000,61.0000,112,61,0.43932
6479500,-0.16000,60.5625,112,61,0.42711
6479510,-0.15500,60.1875,112,61,0.41709
6479520,-0.14500,59.5000,112,61,0.39976
6479530,-0.13500,59.3750,112,61,0.39145
6479540,-0.12500,59.6875,112,61,0.38364
6479550,-0.11000,60.8125,112,61,0.37656
6479560,-0.07000,67.5625,112,61,0.36410
6479570,0.02000,73.6250,112,61,0.35897
6479580,0.06500,80.8750,112,61,0.35482
6479590,0.05000,88.3125,112,61,0.35092
6479600,0.07000,100.5625,112,61,0.34505
6479610,0.08000,105.0625,112,61,0.34286
6479620,0.07500,108.5625,112,61,0.34042
6479630,0.07000,111.1250,112,61,0.33797
6479640,0.07000,113.5625,112,61,0.33284
6479650,0.07000,113.5000,112,61,0.33016
6479660,0.08500,112.8750,112,61,0.32772
6479670,0.10000,111.8125,112,61,0.32503
6479680,0.11000,109.1875,112,61,0.31990
6479690,0.09000,107.8125,112,61,0.31673
6479700,0.06000,106.3750,112,61,0.31355
6479710,0.01500,104.8750,112,61,0.31087
6479720,0.00000,101.8125,112,61,0.30501
6479730,0.00500,100.3125,112,61,0.30134
6479740,-0.01500,98.8125,112,61,0.29744
6479750,-0.05000,97.3750,112,61,0.29377
6479760,-0.06500,94.5625,112,61,0.28694
6479770,-0.06500,93.1875,112,61,0.28327
6479780,-0.06500,91.8125,112,61,0.27985
6479790,-0.06000,90.3750,112,61,0.27643
6479800,-0.05000,87.3125,112,61,0.26960
6479810,-0.05500,85.6250,112,61,0.26740
6479820,-0.06000,83.6875,112,61,0.26471
6479830,-0.06500,81.6875,112,61,0.26276
6479840,-0.06500,81.6875,112,61,0.26276
6479850,-0.06500,76.1875,112,61,0.27057
6479860,-0.05500,74.8125,112,61,0.28132
6479870,-0.03500,73.6250,112,61,0.29744
6479880,-0.03000,71.8125,112,61,0.34725
6479890,-0.03000,71.1875,112,61,0.37973
6479900,-0.01000,70.6875,112,61,0.41538
6479910,0.01000,70.3750,112,61,0.44786
6479920,0.01000,70.1250,112,61,0.51331
6479930,-0.02000,70.1250,112,61,0.54799
6479940,-0.06500,70.1875,112,61,0.58095
6479950,-0.11500,70.3125,112,61,0.61148
6479960,-0.16000,70.5000,112,61,0.66252
6479970,-0.19000,70.5625,112,61,0.68254
6479980,-0.20000,70.6250,112,61,0.69817
6479990,-0.19500,70.6250,112,61,0.71013
6480000,-0.19000,70.4375,113,61,0.72259
6480010,-0.18500,70.2500,113,61,0.72332
6480020,-0.22500,70.0000,113,61,0.72283
6480030,-0.27000,69.7500,113,61,0.72039
6480040,-0.08000,69.0625,113,61,0.71038
6480050,0.50500,68.7500,113,61,0.70281
6480060,1.25000,68.4375,113,61,0.69377
6480070,1.37000,68.1875,113,61,0.68352
6480080,0.63000,67.6250,113,61,0.65983
6480090,-0.12000,67.2500,113,61,0.64664
6480100,-0.36500,66.9375,113,61,0.63272
6480110,-0.34500,66.6250,113,61,0.61954
6480120,-0.31500,65.8750,113,61,0.59170
6480130,-0.30000,65.5000,113,61,0.57656
6480140,-0.29000,65.1250,113,61,0.56117
6480150,-0.28000,64.7500,113,61,0.54554
6480160,-0.27000,64.0000,113,61,0.51380
6480170,-0.26000,63.6250,113,61,0.49841
6480180,-0.25000,63.2500,113,61,0.48327
6480190,-0.24000,62.8750,113,61,0.46838
6480200,-0.23000,62.1250,113,61,0.44298
6480210,-0.23000,62.1250,113,61,0.44298
6480220,-0.21000,61.3750,113,61,0.42344
6480230,-0.20000,61.1250,113,61,0.41392
6480240,-0.18500,61.8750,113,61,0.39658
6480250,-0.17000,63.6875,113,61,0.38926
6480260,-0.15500,67.1250,113,61,0.38217
6480270,-0.14000,72.4375,113,61,0.37582
6480280,-0.11500,86.6250,113,61,0.36557
6480290,-0.09000,93.7500,113,61,0.36166
6480300,-0.06000,99.9375,113,61,0.35800
