RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
8227660,-0.19000,80.1250,133,75,0.47717
8227670,-0.17000,79.8750,133,75,0.47228
8227680,-0.17000,79.4375,133,75,0.46276
8227690,-0.17000,79.1875,133,75,0.45763
8227700,-0.16500,78.8750,133,75,0.45324
8227710,-0.16000,78.6250,133,75,0.44933
8227720,-0.16000,78.3125,133,75,0.44444
8227730,-0.15500,77.6250,133,75,0.43321
8227740,-0.15000,77.2500,133,75,0.42759
8227750,-0.14500,76.9375,133,75,0.42222
8227760,-0.14500,76.6250,133,75,0.41685
8227770,-0.13500,76.0000,133,75,0.40659
8227780,-0.12500,75.6875,133,75,0.40122
8227790,-0.11500,75.4375,133,75,0.39585
8227800,-0.11500,75.4375,133,75,0.39585
8227810,-0.09000,74.8125,133,75,0.38193
8227820,-0.07000,74.8125,133,75,0.37753
8227830,-0.05000,75.1875,133,75,0.37265
8227840,-0.03500,77.7500,133,75,0.36337
8227850,-0.02000,80.1875,133,75,0.35897
8227860,-0.00500,83.4375,133,75,0.35507
8227870,0.01000,87.3750,133,75,0.35116
8227880,0.03500,96.6250,133,75,0.34408
8227890,0.05500,101.6250,133,75,0.34090
8227900,0.08000,106.6250,133,75,0.33919
8227910,0.10500,111.4375,133,75,0.33822
8227920,0.13000,119.7500,133,75,0.33700
8227930,0.16000,123.1250,133,75,0.33431
8227940,0.18500,125.9375,133,75,0.33333
8227950,0.21500,128.1875,133,75,0.33260
8227960,0.23000,131.1875,133,75,0.33114
8227970,0.22500,132.1250,133,75,0.33065
8227980,0.20000,132.6875,133,75,0.33016
8227990,0.14000,133.0000,133,75,0.32991
8228000,0.09000,133.1250,133,75,0.32967
8228010,0.02500,132.6250,133,75,0.33162
8228020,-0.02500,132.1250,133,75,0.33211
8228030,-0.06500,131.5000,133,75,0.33260
8228040,-0.08500,130.6875,133,75,0.33309
8228050,-0.10500,128.5000,133,75,0.33358
8228060,-0.11500,127.0625,133,75,0.33358
8228070,-0.12000,125.5000,133,75,0.33358
8228080,-0.12500,123.7500,133,75,0.33382
8228090,-0.13000,119.6250,133,75,0.33822
8228100,-0.13500,117.2500,133,75,0.34310
8228110,-0.13500,114.6875,133,75,0.35018
8228120,-0.13500,112.0625,133,75,0.36068
8228130,-0.13000,107.0625,133,75,0.39560
8228140,-0.12500,104.9375,133,75,0.42076
8228150,-0.12000,103.1875,133,75,0.45031
8228160,-0.11500,100.6250,133,75,0.48352
8228170,-0.11000,99.8125,133,75,0.55458
8228180,-0.11000,99.1875,133,75,0.59023
8228190,-0.10500,98.7500,133,75,0.62418
8228200,-0.10500,98.5000,133,75,0.65592
8228210,-0.10500,98.2500,133,75,0.70183
8228220,-0.10000,98.1875,133,75,0.72283
8228230,-0.10000,98.0625,133,75,0.74237
8228240,-0.10000,97.9375,133,75,0.75971
8228250,-0.10000,97.4375,133,75,0.78730
8228260,-0.10500,97.1250,133,75,0.79780
8228270,-0.10500,96.7500,133,75,0.80610
8228280,-0.11000,96.3750,133,75,0.81221
8228290,-0.11000,95.4375,133,75,0.81734
8228300,-0.10500,95.0000,133,75,0.81636
8228310,-0.09000,94.5000,133,75,0.81319
8228320,-0.06500,93.4375,133,75,0.80342
8228330,-0.04500,92.8750,133,75,0.79634
8228340,-0.02500,92.3125,133,75,0.78755
8228350,-0.01000,91.8125,133,75,0.77729
8228360,0.01000,91.3125,133,75,0.76532
8228370,0.05000,90.3125,133,75,0.73651
8228380,0.05000,89.8750,133,75,0.72015
8228390,0.02000,89.3750,133,75,0.70305
8228400,-0.02000,88.4375,133,75,0.66960
8228410,-0.05000,88.0000,133,75,0.65495
8228420,-0.09500,87.5625,133,75,0.64005
8228430,-0.14000,87.1250,133,75,0.62564
8228440,-0.14500,86.7500,133,75,0.61245
8228450,-0.15000,86.0000,133,75,0.58999
8228460,-0.15000,85.6875,133,75,0.58095
8228470,-0.15000,85.3750,133,75,0.57314
8228480,-0.14500,85.0625,133,75,0.56630
8228490,-0.13500,84.5000,133,75,0.55482
8228500,-0.01500,84.2500,133,75,0.55018
8228510,0.54500,84.0000,133,75,0.54579
8228520,0.96500,83.8125,133,75,0.54164
8228530,0.83500,83.4375,133,75,0.53407
8228540,0.10000,83.2500,133,75,0.53016
8228550,-0.27000,83.0625,133,75,0.52601
8228560,-0.24000,82.8750,133,75,0.52186
8228570,-0.20500,82.5000,133,75,0.51233
8228580,-0.20000,82.3125,133,75,0.50745
8228590,-0.20000,82.1250,133,75,0.50256
8228600,-0.20000,81.6250,133,75,0.49719
8228610,-0.19500,81.3125,133,75,0.48816
8228620,-0.19000,81.0625,133,75,0.48230
8228630,-0.18000,80.7500,133,75,0.47692
8228640,-0.18000,80.0625,133,75,0.47302
8228650,-0.17000,79.7500,133,75,0.46325
8228660,-0.17000,79.3750,133,75,0.45788
8228670,-0.16000,79.0625,133,75,0.45250
8228680,-0.14500,78.5000,133,75,0.44249
8228690,-0.14500,78.1875,133,75,0.43785
8228700,-0.13000,77.9375,133,75,0.43419
8228710,-0.11500,77.7500,133,75,0.43101
8228720,-0.09500,77.6250,133,75,0.42735
8228730,-0.08000,78.1875,133,75,0.41954
8228740,-0.06500,79.3125,133,75,0.41563
8228750,-0.05000,81.1875,133,75,0.41197
8228760,-0.03500,87.5625,133,75,0.40830
8228770,-0.01500,91.8125,133,75,0.40171
8228780,0.00000,96.5000,133,75,0.39878
8228790,0.02500,101.5000,133,75,0.39634
8228800,0.02500,101.5000,133,75,0.39634
8228810,0.07500,116.5625,133,75,0.39267
8228820,0.09500,120.9375,133,75,0.39243
8228830,0.13500,124.7500,133,75,0.39219
8228840,0.16000,128.0625,133,75,0.39219
8228850,0.19500,132.8750,133,75,0.39219
8228860,0.21500,134.5000,133,75,0.39243
8228870,0.22500,135.7500,133,75,0.39243
8228880,0.20500,137.3125,133,75,0.39243
8228890,0.17500,137.6250,133,75,0.37485
8228900,0.11500,137.7500,133,75,0.34896
8228910,0.05000,137.6875,133,75,0.33651
8228920,-0.00500,137.4375,133,75,0.33016
8228930,-0.05000,136.4375,133,75,0.32552
8228940,-0.08500,135.6875,133,75,0.32479
8228950,-0.10500,134.8125,133,75,0.32454
8228960,-0.11500,132.6250,133,75,0.32454
8228970,-0.12500,131.1875,133,75,0.32503
8228980,-0.12500,129.6250,133,75,0.32576
8228990,-0.12500,127.8125,133,75,0.32723
8229000,-0.13000,125.8125,132,75,0.32991
8229010,-0.13000,121.0625,132,75,0.34286
8229020,-0.13000,118.3750,132,75,0.35507
8229030,-0.12500,115.6875,132,75,0.37167
8229040,-0.12500,113.0625,132,75,0.39341
8229050,-0.11500,108.5000,132,75,0.45104
8229060,-0.11500,106.7500,132,75,0.48498
8229070,-0.11000,105.3125,132,75,0.52063
8229080,-0.10500,104.1875,132,75,0.55678
8229090,-0.10000,102.6875,132,75,0.62540
8229100,-0.10000,102.2500,132,75,0.65226
8229110,-0.10000,101.9375,132,75,0.67448
8229120,-0.10500,101.7500,132,75,0.69744
8229130,-0.10000,101.5000,132,75,0.73919
8229140,-0.10000,101.3125,132,75,0.75678
8229150,-0.10000,101.1250,132,75,0.77192
8229160,-0.10000,100.8750,132,75,0.78462
8229170,-0.10000,100.1250,132,75,0.80293
8229180,-0.10000,99.6875,132,75,0.80904
8229190,-0.09500,99.2500,132,75,0.81343
8229200,-0.09500,98.7500,132,75,0.81441
8229210,-0.09500,97.7500,132,75,0.81172
8229220,-0.08000,97.1875,132,75,0.80904
8229230,-0.06000,96.6250,132,75,0.80488
8229240,-0.03500,96.0625,132,75,0.79951
8229250,-0.01500,95.0000,132,75,0.78339
8229260,-0.01000,94.4375,132,75,0.77216
8229270,0.01500,93.8750,132,75,0.75897
8229280,0.03500,93.3750,132,75,0.74383
8229290,0.04500,92.3750,132,75,0.70965
8229300,0.02000,91.8750,132,75,0.69255
8229310,-0.00500,91.3750,132,75,0.67595
8229320,-0.04500,90.3750,132,75,0.64103
8229330,-0.08500,89.9375,132,75,0.62442
8229340,-0.12500,89.5000,132,75,0.60879
8229350,-0.14500,89.0625,132,75,0.59438
8229360,-0.14500,88.3125,132,75,0.56996
8229370,-0.14000,87.9375,132,75,0.56020
8229380,-0.13500,87.6250,132,75,0.55165
8229390,-0.12500,87.3125,132,75,0.54432
8229400,-0.12000,86.8125,132,75,0.53309
8229410,-0.01500,86.5000,132,75,0.52821
8229420,0.43000,86.2500,132,75,0.52357
8229430,1.08000,86.0625,132,75,0.51917
8229440,0.94000,85.8125,132,75,0.51453
8229450,0.06000,85.4375,132,75,0.50476
8229460,-0.22500,85.2500,132,75,0.49963
8229470,-0.20500,85.0625,132,75,0.49402
8229480,-0.19000,84.8750,132,75,0.48791
8229490,-0.19000,84.4375,132,75,0.47497
8229500,-0.19000,84.1875,132,75,0.46911
8229510,-0.19500,83.9375,132,75,0.46374
8229520,-0.19000,83.3125,132,75,0.45812
8229530,-0.18500,83.0000,132,75,0.44640
8229540,-0.18000,82.6875,132,75,0.44054
8229550,-0.17000,82.3750,132,75,0.43492
8229560,-0.16000,81.7500,132,75,0.42393
8229570,-0.16000,81.3750,132,75,0.41856
8229580,-0.16000,81.0625,132,75,0.41319
8229590,-0.15000,80.7500,132,75,0.40781
8229600,-0.14000,80.4375,132,75,0.40293
8229610,-0.12500,79.8750,132,75,0.39365
8229620,-0.10500,79.6875,132,75,0.38852
8229630,-0.09500,79.6250,132,75,0.38388
8229640,-0.07500,80.5625,132,75,0.37436
8229650,-0.06500,82.0000,132,75,0.36972
8229660,-0.05500,84.3125,132,75,0.36679
8229670,-0.03500,87.5625,132,75,0.36410
8229680,-0.02000,91.5625,132,75,0.36142
8229690,0.00000,101.1250,132,75,0.35678
8229700,0.02000,106.3125,132,75,0.35507
8229710,0.04500,111.5625,132,75,0.35385
8229720,0.07000,121.2500,132,75,0.35263
8229730,0.11000,125.4375,132,75,0.35092
8229740,0.14000,129.0000,132,75,0.35043
8229750,0.17500,132.0000,132,75,0.35018
8229760,0.21000,136.2500,132,75,0.35067
8229770,0.22500,137.6875,132,75,0.35116
8229780,0.22500,138.7500,132,75,0.35189
8229790,0.20500,139.4375,132,75,0.35263
8229800,0.20500,139.4375,132,75,0.35263
8229810,0.12000,140.1250,132,75,0.35507
8229820,0.04500,140.0000,132,75,0.35531
8229830,-0.00500,139.6250,132,75,0.35556
8229840,-0.04000,139.1250,132,75,0.35604
8229850,-0.07500,137.6250,132,75,0.35653
8229860,-0.08500,136.6875,132,75,0.35653
8229870,-0.10500,135.5000,132,75,0.35653
8229880,-0.11500,132.7500,132,75,0.35629
8229890,-0.12000,131.0625,132,75,0.35653
8229900,-0.12500,129.1250,132,75,0.35800
8229910,-0.12000,127.0000,132,75,0.36068
8229920,-0.12000,124.5625,132,75,0.36581
8229930,-0.12000,119.1875,132,75,0.38828
8229940,-0.11500,116.3750,132,75,0.40684
8229950,-0.11000,113.6250,132,75,0.43004
8229960,-0.09500,108.8750,132,75,0.48913
8229970,-0.09000,107.0625,132,75,0.52308
8229980,-0.08500,105.5000,132,75,0.55800
8229990,-0.07500,104.3125,132,75,0.59267
8230000,-0.07500,103.4375,132,75,0.62149
8230010,-0.06500,102.3125,132,75,0.67277
8230020,-0.06000,102.0000,132,75,0.69817
8230030,-0.05500,101.7500,132,75,0.72112
8230040,-0.05500,101.5000,132,75,0.74139
8230050,-0.04500,101.0625,132,75,0.77436
8230060,-0.04000,100.8125,132,75,0.78706
8230070,-0.03500,100.5000,132,75,0.79756
8230080,-0.03500,99.6875,132,75,0.81294
8230090,-0.03500,99.2500,132,75,0.81807
8230100,-0.03500,98.7500,132,75,0.81978
8230110,-0.03500,98.1875,132,75,0.81929
8230120,-0.03500,97.6250,132,75,0.81880
8230130,-0.02500,96.4375,132,75,0.81368
8230140,0.00000,95.8750,132,75,0.80830
8230150,0.02500,95.2500,132,75,0.80122
8230160,0.04000,94.0625,132,75,0.78144
8230170,0.05000,93.4375,132,75,0.76899
8230180,0.07000,92.8125,132,75,0.75458
8230190,0.10500,92.2500,132,75,0.73822
8230200,0.10000,91.6875,132,75,0.72161
8230210,0.06500,90.5625,132,75,0.68620
8230220,0.03000,90.0625,132,75,0.66691
8230230,-0.01000,89.5625,132,75,0.64737
8230240,-0.04500,89.0625,132,75,0.62833
8230250,-0.08000,88.0625,132,75,0.59243
8230260,-0.09500,87.6250,132,75,0.57631
8230270,-0.09500,87.1875,132,75,0.56166
8230280,-0.09500,86.8125,132,75,0.54847
8230290,-0.09500,86.0625,132,75,0.52576
8230300,-0.09000,85.6875,132,75,0.51648
8230310,-0.08500,85.3125,132,75,0.50867
8230320,0.08000,84.6875,132,75,0.50061
8230330,0.67500,84.3750,132,75,0.48498
8230340,1.03000,84.1250,132,75,0.47741
8230350,0.75500,83.8125,132,75,0.47009
8230360,0.02500,83.5625,132,75,0.46227
8230370,-0.23500,83.1875,132,75,0.44689
8230380,-0.23916,82.9375,132,75,0.43858
8230390,-0.15500,82.7500,132,75,0.43004
8230400,-0.15000,82.3125,132,75,0.41587
8230410,-0.15000,82.0000,132,75,0.40830
8230420,-0.14500,81.6875,132,75,0.40073
8230430,-0.14500,81.3750,132,75,0.39292
8230440,-0.14500,81.0625,132,75,0.38510
8230450,-0.14000,80.3125,132,75,0.36874
8230460,-0.14000,79.9375,132,75,0.36068
8230470,-0.13500,79.5625,132,75,0.35263
8230480,-0.13000,79.2500,132,75,0.34432
8230490,-0.12500,78.5000,132,75,0.32796
8230500,-0.12000,78.1250,132,75,0.32112
8230510,-0.11500,77.7500,132,75,0.31526
8230520,-0.10500,77.1875,132,75,0.30183
8230530,-0.09500,76.8750,132,75,0.29499
8230540,-0.08000,76.6875,132,75,0.28816
8230550,-0.06500,76.6875,132,75,0.28181
8230560,-0.05000,77.0000,132,75,0.27570
8230570,-0.03500,79.3750,132,75,0.26422
8230580,-0.02000,81.7500,132,75,0.25910
8230590,0.00000,84.9375,132,75,0.25421
8230600,0.01500,88.7500,132,75,0.25079
8230610,0.04000,97.7500,132,75,0.24444
8230620,0.07500,102.6250,132,75,0.24054
